t,plant,axis,C_exudated,GA,SAM_height,SAM_temperature,Total_Transpiration,cohort,delta_teq,delta_teq_roots,mstruct,nb_leaves,senesced_mstruct,status,sum_TT,sum_respi_roots,sum_respi_shoot,teq_since_primordium
1487,1,b'T1',NA,False,0.00000000,4.54600000,NA,4,1300.63758057,1300.63758057,NA,8,NA,reproductive,283.63375778,NA,NA,1494243.05600066
1487,1,b'T2',NA,False,0.00000000,4.54600000,NA,5,1300.63758057,1300.63758057,NA,7,NA,reproductive,283.63375778,NA,NA,1494243.05600066
1487,1,b'T3',NA,False,0.00000000,4.54600000,NA,6,1300.63758057,1300.63758057,NA,6,NA,reproductive,283.63375778,NA,NA,1494243.05600066
1487,1,b'T4',NA,False,0.00000000,4.54600000,NA,7,1300.63758057,1300.63758057,NA,5,NA,reproductive,283.63375778,NA,NA,1494243.05600066
1487,1,MS,3.44666052,False,0.00000000,4.54600000,0.00093533,1,1300.63758057,1300.63758057,0.19610986,11,0.00296712,reproductive,283.63375778,0.81203602,3.07220857,1494243.05600066
1488,1,b'T1',NA,False,0.00000000,6.56600000,NA,4,1878.57156929,1878.57156929,NA,8,NA,reproductive,283.89467050,NA,NA,1496121.62756995
1488,1,b'T2',NA,False,0.00000000,6.56600000,NA,5,1878.57156929,1878.57156929,NA,7,NA,reproductive,283.89467050,NA,NA,1496121.62756995
1488,1,b'T3',NA,False,0.00000000,6.56600000,NA,6,1878.57156929,1878.57156929,NA,6,NA,reproductive,283.89467050,NA,NA,1496121.62756995
1488,1,b'T4',NA,False,0.00000000,6.56600000,NA,7,1878.57156929,1878.57156929,NA,5,NA,reproductive,283.89467050,NA,NA,1496121.62756995
1488,1,MS,4.29791896,False,0.00000000,6.56600000,0.00186726,1,1878.57156929,1878.57156929,0.19642373,11,0.00304634,reproductive,283.89467050,0.96274965,4.47116738,1496121.62756995
1489,1,b'T1',NA,False,0.00000000,5.78000000,NA,4,1653.69230437,1653.69230437,NA,8,NA,reproductive,284.12434998,NA,NA,1497775.31987432
1489,1,b'T2',NA,False,0.00000000,5.78000000,NA,5,1653.69230437,1653.69230437,NA,7,NA,reproductive,284.12434998,NA,NA,1497775.31987432
1489,1,b'T3',NA,False,0.00000000,5.78000000,NA,6,1653.69230437,1653.69230437,NA,6,NA,reproductive,284.12434998,NA,NA,1497775.31987432
1489,1,b'T4',NA,False,0.00000000,5.78000000,NA,7,1653.69230437,1653.69230437,NA,5,NA,reproductive,284.12434998,NA,NA,1497775.31987432
1489,1,MS,4.83768594,False,0.00000000,5.78000000,0.00177102,1,1653.69230437,1653.69230437,0.19664131,11,0.00316077,reproductive,284.12434998,0.90975325,4.24147364,1497775.31987432
1490,1,b'T1',NA,False,0.00000000,6.90200000,NA,4,1974.70316345,1974.70316345,NA,8,NA,reproductive,284.39861431,NA,NA,1499750.02303778
1490,1,b'T2',NA,False,0.00000000,6.90200000,NA,5,1974.70316345,1974.70316345,NA,7,NA,reproductive,284.39861431,NA,NA,1499750.02303778
1490,1,b'T3',NA,False,0.00000000,6.90200000,NA,6,1974.70316345,1974.70316345,NA,6,NA,reproductive,284.39861431,NA,NA,1499750.02303778
1490,1,b'T4',NA,False,0.00000000,6.90200000,NA,7,1974.70316345,1974.70316345,NA,5,NA,reproductive,284.39861431,NA,NA,1499750.02303778
1490,1,MS,5.37636950,False,0.00000000,6.90200000,0.00177759,1,1974.70316345,1974.70316345,0.19694986,11,0.00326150,reproductive,284.39861431,1.00422969,4.31065688,1499750.02303778
1491,1,b'T1',NA,False,0.00000000,6.67800000,NA,4,1910.61543401,1910.61543401,NA,8,NA,reproductive,284.66397757,NA,NA,1501660.63847179
1491,1,b'T2',NA,False,0.00000000,6.67800000,NA,5,1910.61543401,1910.61543401,NA,7,NA,reproductive,284.66397757,NA,NA,1501660.63847179
1491,1,b'T3',NA,False,0.00000000,6.67800000,NA,6,1910.61543401,1910.61543401,NA,6,NA,reproductive,284.66397757,NA,NA,1501660.63847179
1491,1,b'T4',NA,False,0.00000000,6.67800000,NA,7,1910.61543401,1910.61543401,NA,5,NA,reproductive,284.66397757,NA,NA,1501660.63847179
1491,1,MS,5.57795536,False,0.00000000,6.67800000,0.00192779,1,1910.61543401,1910.61543401,0.19721909,11,0.00338178,reproductive,284.66397757,0.99414499,4.46363131,1501660.63847179
1492,1,b'T1',NA,False,0.00000000,6.90200000,NA,4,1974.70316345,1974.70316345,NA,8,NA,reproductive,284.93824189,NA,NA,1503635.34163524
1492,1,b'T2',NA,False,0.00000000,6.90200000,NA,5,1974.70316345,1974.70316345,NA,7,NA,reproductive,284.93824189,NA,NA,1503635.34163524
1492,1,b'T3',NA,False,0.00000000,6.90200000,NA,6,1974.70316345,1974.70316345,NA,6,NA,reproductive,284.93824189,NA,NA,1503635.34163524
1492,1,b'T4',NA,False,0.00000000,6.90200000,NA,7,1974.70316345,1974.70316345,NA,5,NA,reproductive,284.93824189,NA,NA,1503635.34163524
1492,1,MS,5.52757172,False,0.00000000,6.90200000,0.00110922,1,1974.70316345,1974.70316345,0.19750893,11,0.00349816,reproductive,284.93824189,1.01898047,3.44845831,1503635.34163524
1493,1,b'T1',NA,False,0.00000000,6.79000000,NA,4,1942.65929873,1942.65929873,NA,8,NA,reproductive,285.20805569,NA,NA,1505578.00093398
1493,1,b'T2',NA,False,0.00000000,6.79000000,NA,5,1942.65929873,1942.65929873,NA,7,NA,reproductive,285.20805569,NA,NA,1505578.00093398
1493,1,b'T3',NA,False,0.00000000,6.79000000,NA,6,1942.65929873,1942.65929873,NA,6,NA,reproductive,285.20805569,NA,NA,1505578.00093398
1493,1,b'T4',NA,False,0.00000000,6.79000000,NA,7,1942.65929873,1942.65929873,NA,5,NA,reproductive,285.20805569,NA,NA,1505578.00093398
1493,1,MS,4.89315019,False,0.00000000,6.79000000,0.00064602,1,1942.65929873,1942.65929873,0.19778737,11,0.00361844,reproductive,285.20805569,1.01387582,2.88345087,1505578.00093398
1494,1,b'T1',NA,False,0.00000000,6.22900000,NA,4,1782.15386919,1782.15386919,NA,8,NA,reproductive,285.45557706,NA,NA,1507360.15480317
1494,1,b'T2',NA,False,0.00000000,6.22900000,NA,5,1782.15386919,1782.15386919,NA,7,NA,reproductive,285.45557706,NA,NA,1507360.15480317
1494,1,b'T3',NA,False,0.00000000,6.22900000,NA,6,1782.15386919,1782.15386919,NA,6,NA,reproductive,285.45557706,NA,NA,1507360.15480317
1494,1,b'T4',NA,False,0.00000000,6.22900000,NA,7,1782.15386919,1782.15386919,NA,5,NA,reproductive,285.45557706,NA,NA,1507360.15480317
1494,1,MS,3.87078558,False,0.00000000,6.22900000,0.00021145,1,1782.15386919,1782.15386919,0.19804826,11,0.00373677,reproductive,285.45557706,0.97026420,2.06566945,1507360.15480317
1495,1,b'T1',NA,False,0.00000000,5.66800000,NA,4,1621.64843965,1621.64843965,NA,8,NA,reproductive,285.68080601,NA,NA,1508981.80324282
1495,1,b'T2',NA,False,0.00000000,5.66800000,NA,5,1621.64843965,1621.64843965,NA,7,NA,reproductive,285.68080601,NA,NA,1508981.80324282
1495,1,b'T3',NA,False,0.00000000,5.66800000,NA,6,1621.64843965,1621.64843965,NA,6,NA,reproductive,285.68080601,NA,NA,1508981.80324282
1495,1,b'T4',NA,False,0.00000000,5.66800000,NA,7,1621.64843965,1621.64843965,NA,5,NA,reproductive,285.68080601,NA,NA,1508981.80324282
1495,1,MS,2.88838310,False,0.00000000,5.66800000,0.00017233,1,1621.64843965,1621.64843965,0.19827121,11,0.00384532,reproductive,285.68080601,0.92685003,1.99128722,1508981.80324282
1496,1,b'T1',NA,False,0.00000000,5.44300000,NA,4,1557.27460427,1557.27460427,NA,8,NA,reproductive,285.89709415,NA,NA,1510539.07784709
1496,1,b'T2',NA,False,0.00000000,5.44300000,NA,5,1557.27460427,1557.27460427,NA,7,NA,reproductive,285.89709415,NA,NA,1510539.07784709
1496,1,b'T3',NA,False,0.00000000,5.44300000,NA,6,1557.27460427,1557.27460427,NA,6,NA,reproductive,285.89709415,NA,NA,1510539.07784709
1496,1,b'T4',NA,False,0.00000000,5.44300000,NA,7,1557.27460427,1557.27460427,NA,5,NA,reproductive,285.89709415,NA,NA,1510539.07784709
1496,1,MS,2.19814739,False,0.00000000,5.44300000,0.00014898,1,1557.27460427,1557.27460427,0.19849297,11,0.00394410,reproductive,285.89709415,0.90887071,1.96022009,1510539.07784709
1497,1,b'T1',NA,False,0.00000000,6.34100000,NA,4,1814.19773391,1814.19773391,NA,8,NA,reproductive,286.14906605,NA,NA,1512353.27558100
1497,1,b'T2',NA,False,0.00000000,6.34100000,NA,5,1814.19773391,1814.19773391,NA,7,NA,reproductive,286.14906605,NA,NA,1512353.27558100
1497,1,b'T3',NA,False,0.00000000,6.34100000,NA,6,1814.19773391,1814.19773391,NA,6,NA,reproductive,286.14906605,NA,NA,1512353.27558100
1497,1,b'T4',NA,False,0.00000000,6.34100000,NA,7,1814.19773391,1814.19773391,NA,5,NA,reproductive,286.14906605,NA,NA,1512353.27558100
1497,1,MS,1.85510487,False,0.00000000,6.34100000,0.00020277,1,1814.19773391,1814.19773391,0.19877833,11,0.00403896,reproductive,286.14906605,0.97551005,2.06143890,1512353.27558100
1498,1,b'T1',NA,False,0.00000000,6.90200000,NA,4,1974.70316345,1974.70316345,NA,8,NA,reproductive,286.42333038,NA,NA,1514327.97874446
1498,1,b'T2',NA,False,0.00000000,6.90200000,NA,5,1974.70316345,1974.70316345,NA,7,NA,reproductive,286.42333038,NA,NA,1514327.97874446
1498,1,b'T3',NA,False,0.00000000,6.90200000,NA,6,1974.70316345,1974.70316345,NA,6,NA,reproductive,286.42333038,NA,NA,1514327.97874446
1498,1,b'T4',NA,False,0.00000000,6.90200000,NA,7,1974.70316345,1974.70316345,NA,5,NA,reproductive,286.42333038,NA,NA,1514327.97874446
1498,1,MS,1.68647657,False,0.00000000,6.90200000,0.00017522,1,1974.70316345,1974.70316345,0.19907994,11,0.00414946,reproductive,286.42333038,1.01766730,2.13548477,1514327.97874446
1499,1,b'T1',NA,False,0.00000000,5.42727273,NA,4,1552.77493812,1552.77493812,NA,8,NA,reproductive,286.63899357,NA,NA,1515880.75368258
1499,1,b'T2',NA,False,0.00000000,5.42727273,NA,5,1552.77493812,1552.77493812,NA,7,NA,reproductive,286.63899357,NA,NA,1515880.75368258
1499,1,b'T3',NA,False,0.00000000,5.42727273,NA,6,1552.77493812,1552.77493812,NA,6,NA,reproductive,286.63899357,NA,NA,1515880.75368258
1499,1,b'T4',NA,False,0.00000000,5.42727273,NA,7,1552.77493812,1552.77493812,NA,5,NA,reproductive,286.63899357,NA,NA,1515880.75368258
1499,1,MS,1.46711451,False,0.00000000,5.42727273,0.00011542,1,1552.77493812,1552.77493812,0.19927391,11,0.00426974,reproductive,286.63899357,0.90004036,2.11180558,1515880.75368258
1500,1,b'T1',NA,False,0.00000000,5.53636364,NA,4,1583.98649465,1583.98649465,NA,8,NA,reproductive,286.85899169,NA,NA,1517464.74017723
1500,1,b'T2',NA,False,0.00000000,5.53636364,NA,5,1583.98649465,1583.98649465,NA,7,NA,reproductive,286.85899169,NA,NA,1517464.74017723
1500,1,b'T3',NA,False,0.00000000,5.53636364,NA,6,1583.98649465,1583.98649465,NA,6,NA,reproductive,286.85899169,NA,NA,1517464.74017723
1500,1,b'T4',NA,False,0.00000000,5.53636364,NA,7,1583.98649465,1583.98649465,NA,5,NA,reproductive,286.85899169,NA,NA,1517464.74017723
1500,1,MS,1.32093745,False,0.00000000,5.53636364,0.00007199,1,1583.98649465,1583.98649465,0.19950883,11,0.00436433,reproductive,286.85899169,0.90519301,2.13810374,1517464.74017723
1501,1,b'T1',NA,False,0.00000000,5.65454546,NA,4,1617.79901447,1617.79901447,NA,8,NA,reproductive,287.08368600,NA,NA,1519082.53919170
1501,1,b'T2',NA,False,0.00000000,5.65454546,NA,5,1617.79901447,1617.79901447,NA,7,NA,reproductive,287.08368600,NA,NA,1519082.53919170
1501,1,b'T3',NA,False,0.00000000,5.65454546,NA,6,1617.79901447,1617.79901447,NA,6,NA,reproductive,287.08368600,NA,NA,1519082.53919170
1501,1,b'T4',NA,False,0.00000000,5.65454546,NA,7,1617.79901447,1617.79901447,NA,5,NA,reproductive,287.08368600,NA,NA,1519082.53919170
1501,1,MS,1.23956638,False,0.00000000,5.65454546,0.00004908,1,1617.79901447,1617.79901447,0.19974925,11,0.00446081,reproductive,287.08368600,0.91075382,2.18277713,1519082.53919170
1502,1,b'T1',NA,False,0.00000000,5.80606061,NA,4,1661.14839842,1661.14839842,NA,8,NA,reproductive,287.31440105,NA,NA,1520743.68759012
1502,1,b'T2',NA,False,0.00000000,5.80606061,NA,5,1661.14839842,1661.14839842,NA,7,NA,reproductive,287.31440105,NA,NA,1520743.68759012
1502,1,b'T3',NA,False,0.00000000,5.80606061,NA,6,1661.14839842,1661.14839842,NA,6,NA,reproductive,287.31440105,NA,NA,1520743.68759012
1502,1,b'T4',NA,False,0.00000000,5.80606061,NA,7,1661.14839842,1661.14839842,NA,5,NA,reproductive,287.31440105,NA,NA,1520743.68759012
1502,1,MS,1.20811381,False,0.00000000,5.80606061,0.00003842,1,1661.14839842,1661.14839842,0.19999713,11,0.00455935,reproductive,287.31440105,0.91864554,2.27368373,1520743.68759012
1503,1,b'T1',NA,False,0.00000000,5.97272727,NA,4,1708.83272101,1708.83272101,NA,8,NA,reproductive,287.55173893,NA,NA,1522452.52031113
1503,1,b'T2',NA,False,0.00000000,5.97272727,NA,5,1708.83272101,1708.83272101,NA,7,NA,reproductive,287.55173893,NA,NA,1522452.52031113
1503,1,b'T3',NA,False,0.00000000,5.97272727,NA,6,1708.83272101,1708.83272101,NA,6,NA,reproductive,287.55173893,NA,NA,1522452.52031113
1503,1,b'T4',NA,False,0.00000000,5.97272727,NA,7,1708.83272101,1708.83272101,NA,5,NA,reproductive,287.55173893,NA,NA,1522452.52031113
1503,1,MS,1.19490387,False,0.00000000,5.97272727,0.00002672,1,1708.83272101,1708.83272101,0.20025270,11,0.00466053,reproductive,287.55173893,0.92760089,2.36877954,1522452.52031113
1504,1,b'T1',NA,False,0.00000000,6.15454546,NA,4,1760.85198198,1760.85198198,NA,8,NA,reproductive,287.79630171,NA,NA,1524213.37229311
1504,1,b'T2',NA,False,0.00000000,6.15454546,NA,5,1760.85198198,1760.85198198,NA,7,NA,reproductive,287.79630171,NA,NA,1524213.37229311
1504,1,b'T3',NA,False,0.00000000,6.15454546,NA,6,1760.85198198,1760.85198198,NA,6,NA,reproductive,287.79630171,NA,NA,1524213.37229311
1504,1,b'T4',NA,False,0.00000000,6.15454546,NA,7,1760.85198198,1760.85198198,NA,5,NA,reproductive,287.79630171,NA,NA,1524213.37229311
1504,1,MS,1.20003620,False,0.00000000,6.15454546,0.00004153,1,1760.85198198,1760.85198198,0.20051662,11,0.00476462,reproductive,287.79630171,0.93770176,2.44948543,1524213.37229311
1505,1,b'T1',NA,False,0.00000000,6.32424242,NA,4,1809.40329196,1809.40329196,NA,8,NA,reproductive,288.04760772,NA,NA,1526022.77558507
1505,1,b'T2',NA,False,0.00000000,6.32424242,NA,5,1809.40329196,1809.40329196,NA,7,NA,reproductive,288.04760772,NA,NA,1526022.77558507
1505,1,b'T3',NA,False,0.00000000,6.32424242,NA,6,1809.40329196,1809.40329196,NA,6,NA,reproductive,288.04760772,NA,NA,1526022.77558507
1505,1,b'T4',NA,False,0.00000000,6.32424242,NA,7,1809.40329196,1809.40329196,NA,5,NA,reproductive,288.04760772,NA,NA,1526022.77558507
1505,1,MS,1.19991469,False,0.00000000,6.32424242,0.00004134,1,1809.40329196,1809.40329196,0.20078778,11,0.00487188,reproductive,288.04760772,0.94689136,2.43255433,1526022.77558507
1506,1,b'T1',NA,False,0.00000000,6.52727273,NA,4,1867.49146664,1867.49146664,NA,8,NA,reproductive,288.30698153,NA,NA,1527890.26705171
1506,1,b'T2',NA,False,0.00000000,6.52727273,NA,5,1867.49146664,1867.49146664,NA,7,NA,reproductive,288.30698153,NA,NA,1527890.26705171
1506,1,b'T3',NA,False,0.00000000,6.52727273,NA,6,1867.49146664,1867.49146664,NA,6,NA,reproductive,288.30698153,NA,NA,1527890.26705171
1506,1,b'T4',NA,False,0.00000000,6.52727273,NA,7,1867.49146664,1867.49146664,NA,5,NA,reproductive,288.30698153,NA,NA,1527890.26705171
1506,1,MS,1.22048014,False,0.00000000,6.52727273,0.00002724,1,1867.49146664,1867.49146664,0.20106863,11,0.00498209,reproductive,288.30698153,0.95859855,2.39998943,1527890.26705171
1507,1,b'T1',NA,False,0.00000000,6.72727273,NA,4,1924.71265364,1924.71265364,NA,8,NA,reproductive,288.57430274,NA,NA,1529814.97970535
1507,1,b'T2',NA,False,0.00000000,6.72727273,NA,5,1924.71265364,1924.71265364,NA,7,NA,reproductive,288.57430274,NA,NA,1529814.97970535
1507,1,b'T3',NA,False,0.00000000,6.72727273,NA,6,1924.71265364,1924.71265364,NA,6,NA,reproductive,288.57430274,NA,NA,1529814.97970535
1507,1,b'T4',NA,False,0.00000000,6.72727273,NA,7,1924.71265364,1924.71265364,NA,5,NA,reproductive,288.57430274,NA,NA,1529814.97970535
1507,1,MS,1.26073074,False,0.00000000,6.72727273,0.00004122,1,1924.71265364,1924.71265364,0.20135828,11,0.00509584,reproductive,288.57430274,0.97016534,2.41456627,1529814.97970535
1508,1,b'T1',NA,False,0.00000000,6.90303030,NA,4,1974.99793926,1974.99793926,NA,8,NA,reproductive,288.84860801,NA,NA,1531789.97764461
1508,1,b'T2',NA,False,0.00000000,6.90303030,NA,5,1974.99793926,1974.99793926,NA,7,NA,reproductive,288.84860801,NA,NA,1531789.97764461
1508,1,b'T3',NA,False,0.00000000,6.90303030,NA,6,1974.99793926,1974.99793926,NA,6,NA,reproductive,288.84860801,NA,NA,1531789.97764461
1508,1,b'T4',NA,False,0.00000000,6.90303030,NA,7,1974.99793926,1974.99793926,NA,5,NA,reproductive,288.84860801,NA,NA,1531789.97764461
1508,1,MS,1.29603799,False,0.00000000,6.90303030,0.00011148,1,1974.99793926,1974.99793926,0.20165524,11,0.00521308,reproductive,288.84860801,0.98008016,3.39766207,1531789.97764461
1509,1,b'T1',NA,False,0.00000000,7.06060606,NA,4,2020.08129884,2020.08129884,NA,8,NA,reproductive,289.12917485,NA,NA,1533810.05894344
1509,1,b'T2',NA,False,0.00000000,7.06060606,NA,5,2020.08129884,2020.08129884,NA,7,NA,reproductive,289.12917485,NA,NA,1533810.05894344
1509,1,b'T3',NA,False,0.00000000,7.06060606,NA,6,2020.08129884,2020.08129884,NA,6,NA,reproductive,289.12917485,NA,NA,1533810.05894344
1509,1,b'T4',NA,False,0.00000000,7.06060606,NA,7,2020.08129884,2020.08129884,NA,5,NA,reproductive,289.12917485,NA,NA,1533810.05894344
1509,1,MS,1.56175172,False,0.00000000,7.06060606,0.00056388,1,2020.08129884,2020.08129884,0.20195901,11,0.00533338,reproductive,289.12917485,0.98996375,4.06461861,1533810.05894344
1510,1,b'T1',NA,False,0.00000000,7.20000000,NA,4,2059.96273209,2059.96273209,NA,8,NA,reproductive,289.41528079,NA,NA,1535870.02167553
1510,1,b'T2',NA,False,0.00000000,7.20000000,NA,5,2059.96273209,2059.96273209,NA,7,NA,reproductive,289.41528079,NA,NA,1535870.02167553
1510,1,b'T3',NA,False,0.00000000,7.20000000,NA,6,2059.96273209,2059.96273209,NA,6,NA,reproductive,289.41528079,NA,NA,1535870.02167553
1510,1,b'T4',NA,False,0.00000000,7.20000000,NA,7,2059.96273209,2059.96273209,NA,5,NA,reproductive,289.41528079,NA,NA,1535870.02167553
1510,1,MS,2.50053658,False,0.00000000,7.20000000,0.00136615,1,2059.96273209,2059.96273209,0.20226898,11,0.00545643,reproductive,289.41528079,1.00158334,4.60942550,1535870.02167553
1511,1,b'T1',NA,False,0.00000000,7.30000000,NA,4,2088.57332559,2088.57332559,NA,8,NA,reproductive,289.70536042,NA,NA,1537958.59500112
1511,1,b'T2',NA,False,0.00000000,7.30000000,NA,5,2088.57332559,2088.57332559,NA,7,NA,reproductive,289.70536042,NA,NA,1537958.59500112
1511,1,b'T3',NA,False,0.00000000,7.30000000,NA,6,2088.57332559,2088.57332559,NA,6,NA,reproductive,289.70536042,NA,NA,1537958.59500112
1511,1,b'T4',NA,False,0.00000000,7.30000000,NA,7,2088.57332559,2088.57332559,NA,5,NA,reproductive,289.70536042,NA,NA,1537958.59500112
1511,1,MS,3.68406367,False,0.00000000,7.30000000,0.00157615,1,2088.57332559,2088.57332559,0.20258322,11,0.00558190,reproductive,289.70536042,1.01270967,5.01803779,1537958.59500112
1512,1,b'T1',NA,False,0.00000000,7.37272727,NA,4,2109.38103003,2109.38103003,NA,8,NA,reproductive,289.99833000,NA,NA,1540067.97603115
1512,1,b'T2',NA,False,0.00000000,7.37272727,NA,5,2109.38103003,2109.38103003,NA,7,NA,reproductive,289.99833000,NA,NA,1540067.97603115
1512,1,b'T3',NA,False,0.00000000,7.37272727,NA,6,2109.38103003,2109.38103003,NA,6,NA,reproductive,289.99833000,NA,NA,1540067.97603115
1512,1,b'T4',NA,False,0.00000000,7.37272727,NA,7,2109.38103003,2109.38103003,NA,5,NA,reproductive,289.99833000,NA,NA,1540067.97603115
1512,1,MS,4.69331336,False,0.00000000,7.37272727,0.00238572,1,2109.38103003,2109.38103003,0.20290102,11,0.00570912,reproductive,289.99833000,1.02597579,6.13107854,1540067.97603115
1513,1,b'T1',NA,False,0.00000000,7.48181818,NA,4,2140.59258655,2140.59258655,NA,8,NA,reproductive,290.29563453,NA,NA,1542208.56861771
1513,1,b'T2',NA,False,0.00000000,7.48181818,NA,5,2140.59258655,2140.59258655,NA,7,NA,reproductive,290.29563453,NA,NA,1542208.56861771
1513,1,b'T3',NA,False,0.00000000,7.48181818,NA,6,2140.59258655,2140.59258655,NA,6,NA,reproductive,290.29563453,NA,NA,1542208.56861771
1513,1,b'T4',NA,False,0.00000000,7.48181818,NA,7,2140.59258655,2140.59258655,NA,5,NA,reproductive,290.29563453,NA,NA,1542208.56861771
1513,1,MS,5.58126574,False,0.00000000,7.48181818,0.00240462,1,2140.59258655,2140.59258655,0.20322562,11,0.00583761,reproductive,290.29563453,1.04496292,6.22107206,1542208.56861771
1514,1,b'T1',NA,False,0.00000000,7.54545455,NA,4,2158.79932769,2158.79932769,NA,8,NA,reproductive,290.59546777,NA,NA,1544367.36794539
1514,1,b'T2',NA,False,0.00000000,7.54545455,NA,5,2158.79932769,2158.79932769,NA,7,NA,reproductive,290.59546777,NA,NA,1544367.36794539
1514,1,b'T3',NA,False,0.00000000,7.54545455,NA,6,2158.79932769,2158.79932769,NA,6,NA,reproductive,290.59546777,NA,NA,1544367.36794539
1514,1,b'T4',NA,False,0.00000000,7.54545455,NA,7,2158.79932769,2158.79932769,NA,5,NA,reproductive,290.59546777,NA,NA,1544367.36794539
1514,1,MS,6.15910304,False,0.00000000,7.54545455,0.00283057,1,2158.79932769,2158.79932769,0.20351335,11,0.00596799,reproductive,290.59546777,1.06324111,6.73368483,1544367.36794539
1515,1,b'T1',NA,False,0.00000000,7.62727273,NA,4,2182.20799515,2182.20799515,NA,8,NA,reproductive,290.89855221,NA,NA,1546549.57594055
1515,1,b'T2',NA,False,0.00000000,7.62727273,NA,5,2182.20799515,2182.20799515,NA,7,NA,reproductive,290.89855221,NA,NA,1546549.57594055
1515,1,b'T3',NA,False,0.00000000,7.62727273,NA,6,2182.20799515,2182.20799515,NA,6,NA,reproductive,290.89855221,NA,NA,1546549.57594055
1515,1,b'T4',NA,False,0.00000000,7.62727273,NA,7,2182.20799515,2182.20799515,NA,5,NA,reproductive,290.89855221,NA,NA,1546549.57594055
1515,1,MS,6.62133524,False,0.00000000,7.62727273,0.00319497,1,2182.20799515,2182.20799515,0.20384649,11,0.00609949,reproductive,290.89855221,1.08551403,7.04246151,1546549.57594055
1516,1,b'T1',NA,False,0.00000000,7.68787879,NA,4,2199.54774890,2199.54774890,NA,8,NA,reproductive,291.20404496,NA,NA,1548749.12368945
1516,1,b'T2',NA,False,0.00000000,7.68787879,NA,5,2199.54774890,2199.54774890,NA,7,NA,reproductive,291.20404496,NA,NA,1548749.12368945
1516,1,b'T3',NA,False,0.00000000,7.68787879,NA,6,2199.54774890,2199.54774890,NA,6,NA,reproductive,291.20404496,NA,NA,1548749.12368945
1516,1,b'T4',NA,False,0.00000000,7.68787879,NA,7,2199.54774890,2199.54774890,NA,5,NA,reproductive,291.20404496,NA,NA,1548749.12368945
1516,1,MS,6.52704484,False,0.00000000,7.68787879,0.00138485,1,2199.54774890,2199.54774890,0.20418332,11,0.00623241,reproductive,291.20404496,1.10243425,4.55935246,1548749.12368945
1517,1,b'T1',NA,False,0.00000000,7.75454545,NA,4,2218.62147800,2218.62147800,NA,8,NA,reproductive,291.51218683,NA,NA,1550967.74516745
1517,1,b'T2',NA,False,0.00000000,7.75454545,NA,5,2218.62147800,2218.62147800,NA,7,NA,reproductive,291.51218683,NA,NA,1550967.74516745
1517,1,b'T3',NA,False,0.00000000,7.75454545,NA,6,2218.62147800,2218.62147800,NA,6,NA,reproductive,291.51218683,NA,NA,1550967.74516745
1517,1,b'T4',NA,False,0.00000000,7.75454545,NA,7,2218.62147800,2218.62147800,NA,5,NA,reproductive,291.51218683,NA,NA,1550967.74516745
1517,1,MS,5.51848128,False,0.00000000,7.75454545,0.00050591,1,2218.62147800,2218.62147800,0.20452448,11,0.00636639,reproductive,291.51218683,1.11436214,3.40765096,1550967.74516745
1518,1,b'T1',NA,False,0.00000000,7.81515152,NA,4,2235.96123146,2235.96123146,NA,8,NA,reproductive,291.82273700,NA,NA,1553203.70639891
1518,1,b'T2',NA,False,0.00000000,7.81515152,NA,5,2235.96123146,2235.96123146,NA,7,NA,reproductive,291.82273700,NA,NA,1553203.70639891
1518,1,b'T3',NA,False,0.00000000,7.81515152,NA,6,2235.96123146,2235.96123146,NA,6,NA,reproductive,291.82273700,NA,NA,1553203.70639891
1518,1,b'T4',NA,False,0.00000000,7.81515152,NA,7,2235.96123146,2235.96123146,NA,5,NA,reproductive,291.82273700,NA,NA,1553203.70639891
1518,1,MS,4.10559886,False,0.00000000,7.81515152,0.00028184,1,2235.96123146,2235.96123146,0.20486927,11,0.00650153,reproductive,291.82273700,1.12174026,2.65348827,1553203.70639891
1519,1,b'T1',NA,False,0.00000000,7.87272727,NA,4,2252.43399754,2252.43399754,NA,8,NA,reproductive,292.13557506,NA,NA,1555456.14039644
1519,1,b'T2',NA,False,0.00000000,7.87272727,NA,5,2252.43399754,2252.43399754,NA,7,NA,reproductive,292.13557506,NA,NA,1555456.14039644
1519,1,b'T3',NA,False,0.00000000,7.87272727,NA,6,2252.43399754,2252.43399754,NA,6,NA,reproductive,292.13557506,NA,NA,1555456.14039644
1519,1,b'T4',NA,False,0.00000000,7.87272727,NA,7,2252.43399754,2252.43399754,NA,5,NA,reproductive,292.13557506,NA,NA,1555456.14039644
1519,1,MS,3.10393643,False,0.00000000,7.87272727,0.00020679,1,2252.43399754,2252.43399754,0.20521744,11,0.00663772,reproductive,292.13557506,1.12608170,2.63227477,1555456.14039644
1520,1,b'T1',NA,False,0.00000000,7.94242424,NA,4,2272.37471402,2272.37471402,NA,8,NA,reproductive,292.45118265,NA,NA,1557728.51511047
1520,1,b'T2',NA,False,0.00000000,7.94242424,NA,5,2272.37471402,2272.37471402,NA,7,NA,reproductive,292.45118265,NA,NA,1557728.51511047
1520,1,b'T3',NA,False,0.00000000,7.94242424,NA,6,2272.37471402,2272.37471402,NA,6,NA,reproductive,292.45118265,NA,NA,1557728.51511047
1520,1,b'T4',NA,False,0.00000000,7.94242424,NA,7,2272.37471402,2272.37471402,NA,5,NA,reproductive,292.45118265,NA,NA,1557728.51511047
