t,plant,axis,Conc_Nitrates_Soil,Tsoil,mineralisation,nitrates,volume
1102,1,MS,366583.82733844,0.70200000,0.00151112,366583.82733844,1
1103,1,MS,366466.14744039,0.71900000,0.00151339,366466.14744039,1
1104,1,MS,366348.07069109,0.74300000,0.00151660,366348.07069109,1
1105,1,MS,366229.57719922,0.76500000,0.00151954,366229.57719922,1
1106,1,MS,366110.68736622,0.78400000,0.00152209,366110.68736622,1
1107,1,MS,365990.11992276,0.92400000,0.00154098,365990.11992276,1
1108,1,MS,365865.43553097,1.29900000,0.00159263,365865.43553097,1
1109,1,MS,365737.30858870,1.61800000,0.00163782,365737.30858870,1
1110,1,MS,365606.32806921,1.89500000,0.00167801,365606.32806921,1
1111,1,MS,365472.33145103,2.19800000,0.00172301,365472.33145103,1
1112,1,MS,365336.06052741,2.44800000,0.00176096,365336.06052741,1
1113,1,MS,365197.94789255,2.67200000,0.00179561,365197.94789255,1
1114,1,MS,365058.40045395,2.87100000,0.00182692,365058.40045395,1
1115,1,MS,364918.55224896,2.98400000,0.00184492,364918.55224896,1
1116,1,MS,364778.87152155,3.06400000,0.00185777,364778.87152155,1
1117,1,MS,364639.51769114,3.13500000,0.00186923,364639.51769114,1
1118,1,MS,364500.82422300,3.18100000,0.00187670,364500.82422300,1
1119,1,MS,364362.94764677,3.21700000,0.00188256,364362.94764677,1
1120,1,MS,364225.88889567,3.25400000,0.00188860,364225.88889567,1
1121,1,MS,364089.61413883,3.29500000,0.00189531,364089.61413883,1
1122,1,MS,363953.95345920,3.35200000,0.00190468,363953.95345920,1
1123,1,MS,363819.01767143,3.40100000,0.00191277,363819.01767143,1
1124,1,MS,363684.92287827,3.44000000,0.00191923,363684.92287827,1
1125,1,MS,363550.90724256,3.54100000,0.00193605,363550.90724256,1
1126,1,MS,363415.02633945,3.79600000,0.00197913,363415.02633945,1
1127,1,MS,363274.96180834,4.22000000,0.00205271,363274.96180834,1
1128,1,MS,363129.27345733,4.72400000,0.00214342,363129.27345733,1
1129,1,MS,362978.06218802,5.17400000,0.00222749,362978.06218802,1
1130,1,MS,362821.88378818,5.55100000,0.00230024,362821.88378818,1
1131,1,MS,362665.58124338,5.56100000,0.00230219,362665.58124338,1
1132,1,MS,362509.27384801,5.57600000,0.00230514,362509.27384801,1
1133,1,MS,362354.91595755,5.45700000,0.00228190,362354.91595755,1
1134,1,MS,362203.32822717,5.28800000,0.00224926,362203.32822717,1
1135,1,MS,362054.13648856,5.15800000,0.00222445,362054.13648856,1
1136,1,MS,361907.49254963,5.02900000,0.00220008,361907.49254963,1
1137,1,MS,361764.23180273,4.83700000,0.00216425,361764.23180273,1
1138,1,MS,361623.28493179,4.73600000,0.00214562,361623.28493179,1
1139,1,MS,361483.47985692,4.74200000,0.00214672,361483.47985692,1
1140,1,MS,361344.79277846,4.75900000,0.00214985,361344.79277846,1
1141,1,MS,361207.59774638,4.75200000,0.00214856,361207.59774638,1
1142,1,MS,361073.45778119,4.61200000,0.00212295,361073.45778119,1
1143,1,MS,360945.70151421,4.16000000,0.00204214,360945.70151421,1
1144,1,MS,360822.95639442,3.80400000,0.00198050,360822.95639442,1
1145,1,MS,360703.79401918,3.56600000,0.00194024,360703.79401918,1
1146,1,MS,360588.03009947,3.33300000,0.00190155,360588.03009947,1
1147,1,MS,360474.87499072,3.16900000,0.00187475,360474.87499072,1
1148,1,MS,360364.39891914,2.98800000,0.00184557,360364.39891914,1
1149,1,MS,360253.64174808,3.11000000,0.00186519,360253.64174808,1
1150,1,MS,360139.28047174,3.56200000,0.00193957,360139.28047174,1
1151,1,MS,360019.70746374,4.13900000,0.00203846,360019.70746374,1
1152,1,MS,359892.53690750,4.87100000,0.00217055,359892.53690750,1
1153,1,MS,359757.12788157,5.57800000,0.00230553,359757.12788157,1
1154,1,MS,359615.26621463,6.04700000,0.00239925,359615.26621463,1
1155,1,MS,359465.09463401,6.60100000,0.00251444,359465.09463401,1
1156,1,MS,359311.41575217,6.77500000,0.00255165,359311.41575217,1
1157,1,MS,359160.08615307,6.55400000,0.00250448,359160.08615307,1
1158,1,MS,359011.69724636,6.30800000,0.00245291,359011.69724636,1
1159,1,MS,358865.13806942,6.18200000,0.00242687,358865.13806942,1
1160,1,MS,358719.81822241,6.13400000,0.00241702,358719.81822241,1
1161,1,MS,358575.72579217,6.11500000,0.00241313,358575.72579217,1
1162,1,MS,358432.95024338,6.10800000,0.00241170,358432.95024338,1
1163,1,MS,358291.43580607,6.12300000,0.00241476,358291.43580607,1
1164,1,MS,358151.42495041,6.13000000,0.00241620,358151.42495041,1
1165,1,MS,358013.33487795,6.11100000,0.00241231,358013.33487795,1
1166,1,MS,357877.21154314,6.09500000,0.00240904,357877.21154314,1
1167,1,MS,357742.93619064,6.09500000,0.00240904,357742.93619064,1
1168,1,MS,357610.27894004,6.12300000,0.00241476,357610.27894004,1
1169,1,MS,357479.17059266,6.16700000,0.00242379,357479.17059266,1
1170,1,MS,357349.81239525,6.19800000,0.00243016,357349.81239525,1
1171,1,MS,357222.07422521,6.24400000,0.00243965,357222.07422521,1
1172,1,MS,357095.85576081,6.30400000,0.00245208,357095.85576081,1
1173,1,MS,356970.82429817,6.40100000,0.00247229,356970.82429817,1
1174,1,MS,356846.38235731,6.55200000,0.00250406,356846.38235731,1
1175,1,MS,356721.65951723,6.74000000,0.00254413,356721.65951723,1
1176,1,MS,356594.02175902,7.11000000,0.00262471,356594.02175902,1
1177,1,MS,356463.19354071,7.45000000,0.00270081,356463.19354071,1
1178,1,MS,356330.17947821,7.66500000,0.00274996,356330.17947821,1
1179,1,MS,356196.71456355,7.70000000,0.00275804,356196.71456355,1
1180,1,MS,356063.67107550,7.68000000,0.00275342,356063.67107550,1
1181,1,MS,355932.28609187,7.56500000,0.00272700,355932.28609187,1
1182,1,MS,355803.18865750,7.43000000,0.00269628,355803.18865750,1
1183,1,MS,355675.91770120,7.36000000,0.00268047,355675.91770120,1
1184,1,MS,355550.31234629,7.33500000,0.00267485,355550.31234629,1
1185,1,MS,355426.27408972,7.34000000,0.00267597,355426.27408972,1
1186,1,MS,355303.70551249,7.38000000,0.00268498,355303.70551249,1
1187,1,MS,355182.49166020,7.45500000,0.00270194,355182.49166020,1
1188,1,MS,355062.76622632,7.53500000,0.00272014,355062.76622632,1
1189,1,MS,354944.67338810,7.61500000,0.00273846,354944.67338810,1
1190,1,MS,354829.01336904,7.62000000,0.00273961,354829.01336904,1
1191,1,MS,354716.77677729,7.51500000,0.00271558,354716.77677729,1
1192,1,MS,354608.45870891,7.33500000,0.00267485,354608.45870891,1
1193,1,MS,354506.60994819,6.83100000,0.00256374,354506.60994819,1
1194,1,MS,354409.60406153,6.46700000,0.00248613,354409.60406153,1
1195,1,MS,354316.03587481,6.24800000,0.00244048,354316.03587481,1
1196,1,MS,354225.77510049,6.02600000,0.00239498,354225.77510049,1
1197,1,MS,354137.43471233,5.91300000,0.00237213,354137.43471233,1
1198,1,MS,354047.48574770,6.17200000,0.00242481,354047.48574770,1
1199,1,MS,353955.34791621,6.48000000,0.00248886,353955.34791621,1
1200,1,MS,353862.75078449,6.51200000,0.00249560,353862.75078449,1
1201,1,MS,353767.50247949,6.75100000,0.00254649,353767.50247949,1
1202,1,MS,353667.98376464,7.07300000,0.00261655,353667.98376464,1
1203,1,MS,353563.76410735,7.39000000,0.00268723,353563.76410735,1
1204,1,MS,353460.54170162,7.07500000,0.00261699,353460.54170162,1
1205,1,MS,353358.21899988,6.83500000,0.00256460,353358.21899988,1
1206,1,MS,353257.36639730,6.54300000,0.00250215,353257.36639730,1
1207,1,MS,353157.77955483,6.34400000,0.00246039,353157.77955483,1
1208,1,MS,353059.43763759,6.18700000,0.00242790,353059.43763759,1
1209,1,MS,352963.52582548,5.91100000,0.00237172,352963.52582548,1
1210,1,MS,352870.65025482,5.56900000,0.00230376,352870.65025482,1
1211,1,MS,352780.55281868,5.26400000,0.00224466,352780.55281868,1
1212,1,MS,352690.25898556,5.36600000,0.00226427,352690.25898556,1
1213,1,MS,352602.03225638,5.18600000,0.00222977,352602.03225638,1
1214,1,MS,352514.95666960,5.13900000,0.00222084,352514.95666960,1
1215,1,MS,352428.93502596,5.12100000,0.00221743,352428.93502596,1
1216,1,MS,352344.84953318,4.98500000,0.00219182,352344.84953318,1
1217,1,MS,352260.71874949,5.13900000,0.00222084,352260.71874949,1
1218,1,MS,352176.63094776,5.30000000,0.00225157,352176.63094776,1
1219,1,MS,352093.43339819,5.35200000,0.00226157,352093.43339819,1
1220,1,MS,352011.54063830,5.35200000,0.00226157,352011.54063830,1
1221,1,MS,351930.64499552,5.38900000,0.00226871,351930.64499552,1
1222,1,MS,351849.03834243,5.63300000,0.00231634,351849.03834243,1
1223,1,MS,351764.64662328,6.08800000,0.00240761,351764.64662328,1
1224,1,MS,351676.37731308,6.60300000,0.00251487,351676.37731308,1
1225,1,MS,351585.67414572,6.82000000,0.00256136,351585.67414572,1
1226,1,MS,351491.41022722,7.08000000,0.00261809,351491.41022722,1
1227,1,MS,351395.07533440,7.09500000,0.00262140,351395.07533440,1
1228,1,MS,351298.42497630,6.90600000,0.00258000,351298.42497630,1
1229,1,MS,351203.22340118,6.55700000,0.00250511,351203.22340118,1
1230,1,MS,351109.68875663,6.20000000,0.00243057,351109.68875663,1
1231,1,MS,351017.66862129,5.90700000,0.00237092,351017.66862129,1
1232,1,MS,350927.13521961,5.66500000,0.00232266,350927.13521961,1
1233,1,MS,350837.25523960,5.57700000,0.00230533,350837.25523960,1
1234,1,MS,350747.80913141,5.54900000,0.00229984,350747.80913141,1
1235,1,MS,350659.21206938,5.49000000,0.00228832,350659.21206938,1
1236,1,MS,350571.31053881,5.47300000,0.00228501,350571.31053881,1
1237,1,MS,350484.01775289,5.49400000,0.00228910,350484.01775289,1
1238,1,MS,350397.25547068,5.54800000,0.00229965,350397.25547068,1
1239,1,MS,350310.42597489,5.71500000,0.00233255,350310.42597489,1
1240,1,MS,350227.10946203,5.39400000,0.00226968,350227.10946203,1
1241,1,MS,350147.24716709,5.05600000,0.00220516,350147.24716709,1
1242,1,MS,350068.82785901,5.00500000,0.00219557,350068.82785901,1
1243,1,MS,349992.37748211,4.87100000,0.00217055,349992.37748211,1
1244,1,MS,349918.92015345,4.55800000,0.00211314,349918.92015345,1
1245,1,MS,349847.91281099,4.26700000,0.00206101,349847.91281099,1
1246,1,MS,349775.24557662,4.52700000,0.00210753,349775.24557662,1
1247,1,MS,349697.54912313,5.14500000,0.00222198,349697.54912313,1
1248,1,MS,349613.31044703,5.88100000,0.00236569,349613.31044703,1
1249,1,MS,349527.35900103,5.81800000,0.00235306,349527.35900103,1
1250,1,MS,349436.29650761,6.07000000,0.00240394,349436.29650761,1
1251,1,MS,349343.32218790,5.79900000,0.00234927,349343.32218790,1
1252,1,MS,349249.61984274,5.29300000,0.00225022,349249.61984274,1
1253,1,MS,349158.58596863,4.40200000,0.00208505,349158.58596863,1
1254,1,MS,349072.10467503,3.31100000,0.00189794,349072.10467503,1
1255,1,MS,348988.75586978,2.47800000,0.00176556,348988.75586978,1
1256,1,MS,348904.56895088,2.26300000,0.00173280,348904.56895088,1
1257,1,MS,348819.48022105,2.12900000,0.00171266,348819.48022105,1
1258,1,MS,348733.69803706,2.02800000,0.00169763,348733.69803706,1
1259,1,MS,348647.68818028,1.90900000,0.00168007,348647.68818028,1
1260,1,MS,348561.59851356,1.80400000,0.00166471,348561.59851356,1
1261,1,MS,348475.52927732,1.71100000,0.00165122,348475.52927732,1
1262,1,MS,348389.79375574,1.59700000,0.00163481,348389.79375574,1
1263,1,MS,348304.66606186,1.46100000,0.00161544,348304.66606186,1
1264,1,MS,348220.28697018,1.31500000,0.00159487,348220.28697018,1
1265,1,MS,348136.47468689,1.20500000,0.00157954,348136.47468689,1
1266,1,MS,348053.29401414,1.09000000,0.00156365,348053.29401414,1
1267,1,MS,347970.66459244,0.99200000,0.00155023,347970.66459244,1
1268,1,MS,347888.41200812,0.92600000,0.00154125,347888.41200812,1
1269,1,MS,347806.02928122,0.91500000,0.00153975,347806.02928122,1
1270,1,MS,347722.96463483,0.93700000,0.00154274,347722.96463483,1
1271,1,MS,347638.82979534,0.97200000,0.00154750,347638.82979534,1
1272,1,MS,347553.43473328,1.00100000,0.00155146,347553.43473328,1
1273,1,MS,347466.63844613,1.02700000,0.00155501,347466.63844613,1
1274,1,MS,347378.45931955,1.02900000,0.00155528,347378.45931955,1
1275,1,MS,347288.89293058,1.03300000,0.00155583,347288.89293058,1
1276,1,MS,347197.89713316,1.04300000,0.00155720,347197.89713316,1
1277,1,MS,347105.60803097,1.04800000,0.00155788,347105.60803097,1
1278,1,MS,347012.19794617,1.05900000,0.00155939,347012.19794617,1
1279,1,MS,346917.70329581,1.08500000,0.00156296,346917.70329581,1
1280,1,MS,346822.35711230,1.11000000,0.00156640,346822.35711230,1
1281,1,MS,346726.41266558,1.12600000,0.00156861,346726.41266558,1
1282,1,MS,346630.08364988,1.13400000,0.00156971,346630.08364988,1
1283,1,MS,346533.39419420,1.15500000,0.00157261,346533.39419420,1
1284,1,MS,346436.59373927,1.16000000,0.00157330,346436.59373927,1
1285,1,MS,346339.80461509,1.16200000,0.00157358,346339.80461509,1
1286,1,MS,346243.09461261,1.16500000,0.00157400,346243.09461261,1
1287,1,MS,346146.55716538,1.16700000,0.00157427,346146.55716538,1
1288,1,MS,346050.26927551,1.16600000,0.00157413,346050.26927551,1
1289,1,MS,345954.30070166,1.16300000,0.00157372,345954.30070166,1
1290,1,MS,345858.61947065,1.16900000,0.00157455,345858.61947065,1
1291,1,MS,345763.31872482,1.16800000,0.00157441,345763.31872482,1
1292,1,MS,345668.46613988,1.16200000,0.00157358,345668.46613988,1
1293,1,MS,345573.68263272,1.20000000,0.00157884,345573.68263272,1
1294,1,MS,345478.30659424,1.29900000,0.00159263,345478.30659424,1
1295,1,MS,345381.07515580,1.51800000,0.00162353,345381.07515580,1
1296,1,MS,345283.81585178,1.43700000,0.00161204,345283.81585178,1
1297,1,MS,345177.86570655,2.25300000,0.00173129,345177.86570655,1
1298,1,MS,345060.25507794,3.22500000,0.00188386,345060.25507794,1
1299,1,MS,344932.41205105,3.92500000,0.00200126,344932.41205105,1
1300,1,MS,344804.92966529,3.63600000,0.00195200,344804.92966529,1
1301,1,MS,344683.03397397,2.87600000,0.00182772,344683.03397397,1
1302,1,MS,344566.44669912,2.14600000,0.00171521,344566.44669912,1
1303,1,MS,344454.14811186,1.52700000,0.00162481,344454.14811186,1
1304,1,MS,344342.58322299,1.30500000,0.00159347,344342.58322299,1
1305,1,MS,344231.08996185,1.18800000,0.00157718,344231.08996185,1
1306,1,MS,344119.53202581,1.11600000,0.00156723,344119.53202581,1
1307,1,MS,344007.97909646,1.06100000,0.00155967,344007.97909646,1
1308,1,MS,343896.47396455,1.02100000,0.00155419,343896.47396455,1
1309,1,MS,343785.08409447,0.98800000,0.00154968,343785.08409447,1
1310,1,MS,343674.20836351,0.92600000,0.00154125,343674.20836351,1
1311,1,MS,343564.23411535,0.83200000,0.00152854,343564.23411535,1
1312,1,MS,343455.20032132,0.74000000,0.00151619,343455.20032132,1
1313,1,MS,343347.04790644,0.65900000,0.00150540,343347.04790644,1
1314,1,MS,343239.36048901,0.62700000,0.00150116,343239.36048901,1
1315,1,MS,343132.50535978,0.56100000,0.00149244,343132.50535978,1
1316,1,MS,343026.54388617,0.48400000,0.00148232,343026.54388617,1
1317,1,MS,342920.81316695,0.42800000,0.00147501,342920.81316695,1
1318,1,MS,342814.07036386,0.42400000,0.00147449,342814.07036386,1
1319,1,MS,342705.19694752,0.44900000,0.00147775,342705.19694752,1
1320,1,MS,342593.42206445,0.46700000,0.00148010,342593.42206445,1
1321,1,MS,342478.65189089,0.50500000,0.00148508,342478.65189089,1
1322,1,MS,342360.98296807,0.58200000,0.00149521,342360.98296807,1
1323,1,MS,342240.20308172,0.61500000,0.00149957,342240.20308172,1
1324,1,MS,342114.37860052,0.80800000,0.00152531,342114.37860052,1
1325,1,MS,341985.10992684,0.90900000,0.00153894,341985.10992684,1
1326,1,MS,341855.04230947,0.81700000,0.00152652,341855.04230947,1
1327,1,MS,341724.61055959,0.72700000,0.00151446,341724.61055959,1
1328,1,MS,341593.53080773,0.69800000,0.00151059,341593.53080773,1
1329,1,MS,341461.82434496,0.69600000,0.00151032,341461.82434496,1
1330,1,MS,341329.69459169,0.69900000,0.00151072,341329.69459169,1
1331,1,MS,341197.29113984,0.70800000,0.00151192,341197.29113984,1
1332,1,MS,341065.05770185,0.69400000,0.00151006,341065.05770185,1
1333,1,MS,340933.04624779,0.68700000,0.00150912,340933.04624779,1
1334,1,MS,340801.31386040,0.68400000,0.00150873,340801.31386040,1
1335,1,MS,340669.81570687,0.69300000,0.00150992,340669.81570687,1
1336,1,MS,340538.75108180,0.69000000,0.00150952,340538.75108180,1
1337,1,MS,340408.14138501,0.68900000,0.00150939,340408.14138501,1
1338,1,MS,340278.00925836,0.69000000,0.00150952,340278.00925836,1
1339,1,MS,340148.65069470,0.66800000,0.00150660,340148.65069470,1
1340,1,MS,340019.91033041,0.66000000,0.00150553,340019.91033041,1
1341,1,MS,339891.19432440,0.68000000,0.00150819,339891.19432440,1
1342,1,MS,339761.81155211,0.71800000,0.00151326,339761.81155211,1
1343,1,MS,339630.99434178,0.76000000,0.00151887,339630.99434178,1
1344,1,MS,339496.96660200,0.87200000,0.00153393,339496.96660200,1
1345,1,MS,339352.61325639,1.49000000,0.00161955,339352.61325639,1
1346,1,MS,339189.98340173,2.62700000,0.00178860,339189.98340173,1
1347,1,MS,339016.81625064,3.10900000,0.00186503,339016.81625064,1
1348,1,MS,338836.40648894,3.32400000,0.00190007,338836.40648894,1
1349,1,MS,338664.26997288,2.61100000,0.00178612,338664.26997288,1
1350,1,MS,338502.66557178,1.75000000,0.00165686,338502.66557178,1
1351,1,MS,338348.01838679,1.15700000,0.00157289,338348.01838679,1
1352,1,MS,338194.64823135,1.00500000,0.00155200,338194.64823135,1
1353,1,MS,338042.19292052,0.90500000,0.00153840,338042.19292052,1
1354,1,MS,337890.62072355,0.82600000,0.00152773,337890.62072355,1
1355,1,MS,337740.21992929,0.74100000,0.00151633,337740.21992929,1
1356,1,MS,337591.35899486,0.64000000,0.00150288,337591.35899486,1
1357,1,MS,337444.28239788,0.52700000,0.00148796,337444.28239788,1
1358,1,MS,337299.08174431,0.41100000,0.00147279,337299.08174431,1
1359,1,MS,337155.55742714,0.31300000,0.00146009,337155.55742714,1
1360,1,MS,337013.50138795,0.23400000,0.00144992,337013.50138795,1
1361,1,MS,336872.95668591,0.15300000,0.00143956,336872.95668591,1
1362,1,MS,336734.12471667,0.05600000,0.00142724,336734.12471667,1
1363,1,MS,336596.48190797,0.00000000,0.00142018,336596.48190797,1
1364,1,MS,336459.32908386,0.00000000,0.00142018,336459.32908386,1
1365,1,MS,336321.73111837,0.00000000,0.00142018,336321.73111837,1
1366,1,MS,336181.50513487,0.00000000,0.00142018,336181.50513487,1
1367,1,MS,336036.45963227,0.00000000,0.00142018,336036.45963227,1
1368,1,MS,335884.64124459,0.00500000,0.00142081,335884.64124459,1
1369,1,MS,335724.36855981,0.09400000,0.00143206,335724.36855981,1
1370,1,MS,335549.11661375,0.63700000,0.00150248,335549.11661375,1
1371,1,MS,335345.66371666,1.93700000,0.00168418,335345.66371666,1
1372,1,MS,335133.21803744,2.15400000,0.00171640,335133.21803744,1
1373,1,MS,334929.83389545,1.44900000,0.00161374,334929.83389545,1
1374,1,MS,334735.34449800,0.81400000,0.00152612,334735.34449800,1
1375,1,MS,334542.09534035,0.67000000,0.00150686,334542.09534035,1
1376,1,MS,334349.51865013,0.59800000,0.00149732,334349.51865013,1
1377,1,MS,334157.68438121,0.54900000,0.00149086,334157.68438121,1
1378,1,MS,333966.81931409,0.50500000,0.00148508,333966.81931409,1
1379,1,MS,333777.45037095,0.44200000,0.00147683,333777.45037095,1
1380,1,MS,333589.89019744,0.36700000,0.00146708,333589.89019744,1
1381,1,MS,333404.05380926,0.30200000,0.00145867,333404.05380926,1
1382,1,MS,333219.96367469,0.23800000,0.00145043,333219.96367469,1
1383,1,MS,333037.90730907,0.15800000,0.00144020,333037.90730907,1
1384,1,MS,332858.44312983,0.04400000,0.00142573,332858.44312983,1
1385,1,MS,332680.48449836,0.00000000,0.00142018,332680.48449836,1
1386,1,MS,332503.31377692,0.00000000,0.00142018,332503.31377692,1
1387,1,MS,332326.97237240,0.00000000,0.00142018,332326.97237240,1
1388,1,MS,332151.33370401,0.00000000,0.00142018,332151.33370401,1
1389,1,MS,331975.45842698,0.00000000,0.00142018,331975.45842698,1
1390,1,MS,331797.63152488,0.00000000,0.00142018,331797.63152488,1
1391,1,MS,331616.43795098,0.00000000,0.00142018,331616.43795098,1
1392,1,MS,331431.23871624,0.00000000,0.00142018,331431.23871624,1
1393,1,MS,331241.26489810,0.02900000,0.00142383,331241.26489810,1
1394,1,MS,331044.07882874,0.19100000,0.00144441,331044.07882874,1
1395,1,MS,330835.12705523,0.61100000,0.00149904,330835.12705523,1
1396,1,MS,330621.08263578,0.71700000,0.00151312,330621.08263578,1
1397,1,MS,330411.49904504,0.37000000,0.00146746,330411.49904504,1
1398,1,MS,330201.91170457,0.31400000,0.00146022,330201.91170457,1
1399,1,MS,329992.27890768,0.30200000,0.00145867,329992.27890768,1
1400,1,MS,329783.21108241,0.28100000,0.00145596,329783.21108241,1
1401,1,MS,329575.35500285,0.24000000,0.00145069,329575.35500285,1
1402,1,MS,329369.04527101,0.19000000,0.00144428,329369.04527101,1
1403,1,MS,329164.89666790,0.11100000,0.00143421,329164.89666790,1
1404,1,MS,328962.92305041,0.03500000,0.00142459,328962.92305041,1
1405,1,MS,328762.02685033,0.02400000,0.00142320,328762.02685033,1
1406,1,MS,328562.48446167,0.00000000,0.00142018,328562.48446167,1
1407,1,MS,328363.89645099,0.00000000,0.00142018,328363.89645099,1
1408,1,MS,328166.28318323,0.00000000,0.00142018,328166.28318323,1
1409,1,MS,327969.65981740,0.00000000,0.00142018,327969.65981740,1
1410,1,MS,327774.03063929,0.00000000,0.00142018,327774.03063929,1
1411,1,MS,327579.40533182,0.00000000,0.00142018,327579.40533182,1
1412,1,MS,327385.70528927,0.00000000,0.00142018,327385.70528927,1
1413,1,MS,327192.61595424,0.00000000,0.00142018,327192.61595424,1
1414,1,MS,326999.64049847,0.00000000,0.00142018,326999.64049847,1
1415,1,MS,326806.01434169,0.00000000,0.00142018,326806.01434169,1
1416,1,MS,326609.12723274,0.02400000,0.00142320,326609.12723274,1
1417,1,MS,326405.51453285,0.11800000,0.00143510,326405.51453285,1
1418,1,MS,326190.48446298,0.45700000,0.00147879,326190.48446298,1
1419,1,MS,325942.61052291,1.82900000,0.00166835,325942.61052291,1
1420,1,MS,325686.13725616,2.09300000,0.00170729,325686.13725616,1
1421,1,MS,325444.84258313,1.32600000,0.00159641,325444.84258313,1
1422,1,MS,325217.77125905,0.61400000,0.00149944,325217.77125905,1
1423,1,MS,324992.94625122,0.51300000,0.00148613,324992.94625122,1
1424,1,MS,324769.12948717,0.49000000,0.00148311,324769.12948717,1
1425,1,MS,324546.14779038,0.48500000,0.00148245,324546.14779038,1
1426,1,MS,324323.98661263,0.48800000,0.00148285,324323.98661263,1
1427,1,MS,324103.70181705,0.44400000,0.00147709,324103.70181705,1
1428,1,MS,323884.49709003,0.44700000,0.00147749,323884.49709003,1
1429,1,MS,323666.02270485,0.47300000,0.00148088,323666.02270485,1
1430,1,MS,323447.18911365,0.55900000,0.00149217,323447.18911365,1
1431,1,MS,323226.94243054,0.70200000,0.00151112,323226.94243054,1
1432,1,MS,323003.88293830,0.91900000,0.00154030,323003.88293830,1
1433,1,MS,322778.36885492,1.11900000,0.00156764,322778.36885492,1
1434,1,MS,322550.24665849,1.32800000,0.00159669,322550.24665849,1
1435,1,MS,322320.80989870,1.47300000,0.00161714,322320.80989870,1
1436,1,MS,322089.93475397,1.62500000,0.00163883,322089.93475397,1
1437,1,MS,321851.57548629,2.06200000,0.00170268,321851.57548629,1
1438,1,MS,321596.15488267,2.90900000,0.00183296,321596.15488267,1
1439,1,MS,321321.89869359,3.75600000,0.00197232,321321.89869359,1
1440,1,MS,321019.71853156,4.88500000,0.00217316,321019.71853156,1
1441,1,MS,320673.92326865,6.45300000,0.00248319,320673.92326865,1
1442,1,MS,320320.64676658,6.67800000,0.00253085,320320.64676658,1
1443,1,MS,319970.84143195,6.56600000,0.00250702,319970.84143195,1
1444,1,MS,319628.95536529,6.34100000,0.00245977,319628.95536529,1
1445,1,MS,319304.89669169,5.78000000,0.00234548,319304.89669169,1
1446,1,MS,318995.21256699,5.33100000,0.00225752,318995.21256699,1
1447,1,MS,318690.91079387,5.21900000,0.00223606,318690.91079387,1
1448,1,MS,318386.41003037,5.33100000,0.00225752,318386.41003037,1
1449,1,MS,318093.23947044,4.99500000,0.00219369,318093.23947044,1
1450,1,MS,317800.03549470,5.10700000,0.00221478,317800.03549470,1
1451,1,MS,317515.11306683,4.88200000,0.00217260,317515.11306683,1
1452,1,MS,317246.03349497,4.32100000,0.00207060,317246.03349497,1
1453,1,MS,316976.76180346,4.43400000,0.00209078,316976.76180346,1
1454,1,MS,316714.96652775,4.20900000,0.00205077,316714.96652775,1
1455,1,MS,316442.70854725,4.77000000,0.00215187,316442.70854725,1
1456,1,MS,316165.08625674,5.10700000,0.00221478,316165.08625674,1
1457,1,MS,315887.44660578,5.21900000,0.00223606,315887.44660578,1
1458,1,MS,315601.78153816,5.66800000,0.00232325,315601.78153816,1
1459,1,MS,315324.23381916,5.44300000,0.00227918,315324.23381916,1
1460,1,MS,315035.97387565,6.00500000,0.00239072,315035.97387565,1
1461,1,MS,314739.35678237,6.45300000,0.00248319,314739.35678237,1
1462,1,MS,314433.80877129,6.90200000,0.00257913,314433.80877129,1
1463,1,MS,314112.36151627,7.57500000,0.00272929,314112.36151627,1
1464,1,MS,313806.43024945,7.01400000,0.00260358,313806.43024945,1
1465,1,MS,313422.17750960,9.59500000,0.00322919,313422.17750960,1
1466,1,MS,313043.67234738,9.03400000,0.00308259,313043.67234738,1
1467,1,MS,312640.04514182,9.48300000,0.00319942,312640.04514182,1
1468,1,MS,312261.89556061,8.47300000,0.00294208,312261.89556061,1
1469,1,MS,311927.10816517,6.90200000,0.00257913,311927.10816517,1
1470,1,MS,311622.19597736,5.78000000,0.00234548,311622.19597736,1
1471,1,MS,311356.16007038,4.20900000,0.00205077,311356.16007038,1
1472,1,MS,311106.02435920,3.53600000,0.00193522,311106.02435920,1
1473,1,MS,310839.80322712,4.32100000,0.00207060,310839.80322712,1
1474,1,MS,310562.32182712,4.88200000,0.00217260,310562.32182712,1
1475,1,MS,310292.00576023,4.65800000,0.00213133,310292.00576023,1
1476,1,MS,310043.42342319,3.76000000,0.00197300,310043.42342319,1
1477,1,MS,309794.12452662,3.87300000,0.00199231,309794.12452662,1
1478,1,MS,309541.78681441,4.09700000,0.00203111,309541.78681441,1
1479,1,MS,309276.46501688,4.77000000,0.00215187,309276.46501688,1
1480,1,MS,309023.01438638,4.32100000,0.00207060,309023.01438638,1
1481,1,MS,308766.58649202,4.54600000,0.00211097,308766.58649202,1
1482,1,MS,308499.72838654,5.10700000,0.00221478,308499.72838654,1
1483,1,MS,308235.09588978,5.10700000,0.00221478,308235.09588978,1
1484,1,MS,307962.11751781,5.55600000,0.00230121,307962.11751781,1
1485,1,MS,307676.31310009,6.11700000,0.00241354,307676.31310009,1
1486,1,MS,307365.92543039,7.01400000,0.00260358,307365.92543039,1
1487,1,MS,307111.95784739,4.54600000,0.00211097,307111.95784739,1
1488,1,MS,306807.47950666,6.56600000,0.00250702,306807.47950666,1
