t,plant,axis,organ,AA_consumption_mstruct,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_min_upt,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,delta_mstruct_growth,mstruct,nitrates,proteins,rate_mstruct_death,regul_transpiration,senesced_mstruct,starch,structure,sucrose,sucrose_consumption_mstruct,sum_respi
1717,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.21575232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1584.70250132,NA,NA
1717,1,MS,roots,0.06413611,5.16189499,0.21182897,0.15710043,0.02174750,5.32435939,0.03485992,0.00085351,NA,0.30298429,0.54898568,NA,NA,NA,0.24552763,2.21483376,0.89663829,NA,0.71280804,NA,NA,67.12259015,0.73641256,25.80947495,1.38283547,NA,6.15769071,17.03483702,0.00017958,0.17066232,41.10099880,NA,0.00000000,0.00021235,0.00000000,NA,NA,911.80231480,6.43156939,1.09749760
1718,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.40413303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1572.03986170,NA,NA
1718,1,MS,roots,0.06561419,4.60679442,0.19517938,0.14788824,0.02006658,5.34726233,0.03147969,0.00085443,NA,0.30555342,0.54877012,NA,NA,NA,0.24688787,2.26587661,0.90326888,NA,0.72108158,NA,NA,67.21663344,0.65062190,23.03397209,1.38229250,NA,6.18611981,17.13774974,0.00018372,0.17084604,42.18524010,NA,0.00000000,0.00019476,0.00000000,NA,NA,905.28785236,6.57979072,1.10121142
1719,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.57610532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1559.48348734,NA,NA
1719,1,MS,roots,0.06800139,4.39289729,0.20004407,0.15505612,0.02063876,5.39572671,0.03033078,0.00085538,NA,0.30958586,0.55094173,NA,NA,NA,0.24915304,2.34831461,0.91417066,NA,0.73270008,NA,NA,67.30062380,0.61374601,21.96448643,1.38776255,NA,6.20210879,17.24222643,0.00019040,0.17103644,43.26583874,NA,0.00000000,0.00019910,0.00000000,NA,NA,898.26977178,6.81917923,1.10968064
1720,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.75161941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1546.31862752,NA,NA
1720,1,MS,roots,0.07099383,4.22280635,0.18421513,0.14582747,0.01904989,5.46147876,0.02952187,0.00085637,NA,0.31464462,0.55457873,NA,NA,NA,0.25198479,2.45165375,0.92802999,NA,0.74670190,NA,NA,67.39619648,0.58374712,21.11403175,1.39692376,NA,6.22668763,17.35083629,0.00019878,0.17123522,44.36225640,NA,0.00000000,0.00018262,0.00000000,NA,NA,890.66510529,7.11926173,1.12120815
1721,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.92883353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1532.70693835,NA,NA
1721,1,MS,roots,0.07520027,4.21856927,0.18514016,0.14970490,0.01920356,5.56263626,0.02986822,0.00085743,NA,0.32178078,0.56145197,NA,NA,NA,0.25612368,2.59691589,0.94791216,NA,0.76557359,NA,NA,67.49260675,0.57701732,21.09284634,1.41423669,NA,6.24789764,17.46268892,0.00021056,0.17144579,45.46862294,NA,0.00000000,0.00018292,0.00000000,NA,NA,882.44926977,7.54108278,1.13935642
1722,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.11775027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1518.68149908,NA,NA
1722,1,MS,roots,0.07919489,4.29827112,0.15268077,0.12548391,0.01580878,5.65909184,0.03100020,0.00085853,NA,0.32872578,0.56749060,NA,NA,NA,0.26006146,2.73486344,0.96712010,NA,0.78400089,NA,NA,67.62534513,0.58187065,21.49135561,1.42944736,NA,6.30144113,17.58125765,0.00022175,0.17166753,46.61075174,NA,0.00000000,0.00014956,0.00000000,NA,NA,873.71369537,7.94166331,1.15627783
1723,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.93261171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1503.83207468,NA,NA
1723,1,MS,roots,0.08312963,4.37135163,0.17597451,0.14740082,0.01825312,5.75606610,0.03202317,0.00085970,NA,0.33571898,0.57321879,NA,NA,NA,0.26409157,2.87074332,0.98635691,NA,0.80243268,NA,NA,67.74001491,0.59491629,21.85675813,1.44387605,NA,6.33298127,17.70074964,0.00023276,0.17190029,47.74202825,NA,0.00000000,0.00017152,0.00000000,NA,NA,864.48924471,8.33623957,1.17302934
1724,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.59935545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500.50394526,NA,NA
1724,1,MS,roots,0.08679984,7.27413278,0.41761286,0.36699625,0.04482656,5.85195767,0.05229821,0.00086091,NA,0.34241407,0.57887398,NA,NA,NA,0.26785497,2.99748797,1.00460701,NA,0.81955458,NA,NA,67.64683551,0.98408639,36.37066388,1.45812086,NA,6.15300203,17.79691290,0.00024304,0.17214333,48.66506736,NA,0.00000000,0.00041896,0.00000000,NA,NA,855.81807215,8.70428844,1.18914302
1725,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.81195206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520.62296286,NA,NA
1725,1,MS,roots,0.09001778,15.15330129,1.28337150,1.35189427,0.16510861,5.95834573,0.09134557,0.00086217,NA,0.34845134,0.58678467,NA,NA,NA,0.27058838,3.10861406,1.02082505,NA,0.83263644,NA,NA,66.71130735,2.03349489,75.76650646,1.47804703,NA,5.12745608,17.77523367,0.00025205,0.17239538,48.61102714,NA,0.00000000,0.00154502,0.00000000,NA,NA,850.59278524,9.02698314,1.20582439
1726,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.68356920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1581.80410905,NA,NA
1726,1,MS,roots,0.09303890,32.65132587,2.36562813,5.40237980,0.70111197,6.15844436,0.09043811,0.00086348,NA,0.35402355,0.60740690,NA,NA,NA,0.27034958,3.21294333,1.03558453,NA,0.83304475,NA,NA,64.04251830,4.50854327,163.25662936,1.52999219,NA,2.36562813,17.20765664,0.00026051,0.17265589,44.28594605,NA,0.00000000,0.00677714,0.00000000,NA,NA,854.07464271,9.32994084,1.23178002
1727,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.30560878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1652.15254632,NA,NA
1727,1,MS,roots,0.09576336,48.09667492,1.59366407,5.33252222,0.73805332,6.34481952,0.08826131,0.00086482,NA,0.35908555,0.63134464,NA,NA,NA,0.26327219,3.30702787,1.04876309,NA,0.82987053,NA,NA,63.36631758,6.74013370,240.48337461,1.59028876,NA,1.59366407,16.60085825,0.00026814,0.17292403,40.06101437,NA,0.00000000,0.00739500,0.00000000,NA,NA,868.44330656,9.60314928,1.25370238
1728,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.19720777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1736.68569193,NA,NA
1728,1,MS,roots,0.09803158,66.42248229,1.60641532,6.47546371,0.98517462,6.54166863,0.11917628,0.00086619,NA,0.36302397,0.66191251,NA,NA,NA,0.26440457,3.38535706,1.05858550,NA,0.81534182,NA,NA,63.47710042,9.40815220,332.11241145,1.66728591,NA,1.60641532,15.73216964,0.00027449,0.17319852,34.53764707,NA,0.00000000,0.01041611,0.00000000,NA,NA,895.32997547,9.83060635,1.28934105
1729,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.17472893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1811.21424431,NA,NA
1729,1,MS,roots,0.09974817,73.47196269,1.76940890,4.65017406,0.75263894,6.66423130,0.13985615,0.00086759,NA,0.36589829,0.68826960,NA,NA,NA,0.26840382,3.44463680,1.06524928,NA,0.80333148,NA,NA,63.73984217,10.37952243,367.35981345,1.73367657,NA,1.76940890,15.10552105,0.00027929,0.17347781,31.17200268,NA,0.00000000,0.00828766,0.00000000,NA,NA,929.54041175,10.00274647,1.32257171
1730,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.05838158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1838.93538849,NA,NA
1730,1,MS,roots,0.10078403,63.22266950,1.07859411,1.43688035,0.23020700,6.68127304,0.17152190,0.00086900,NA,0.36790171,0.70295686,NA,NA,NA,0.27200975,3.48040837,1.06934239,NA,0.80606297,NA,NA,64.68190494,8.77694563,316.11334749,1.77067219,NA,2.61068765,15.01451977,0.00028220,0.17376001,31.30112782,NA,0.00000000,0.00255028,0.00000000,NA,NA,962.29487531,10.10662215,1.34286832
1731,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.01780611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1831.15706932,NA,NA
1731,1,MS,roots,0.10066658,45.37984351,0.36021520,0.35498091,0.05502774,6.63697037,0.16903589,0.00087041,NA,0.36785697,0.70668396,NA,NA,NA,0.27658189,3.47635253,1.06748073,NA,0.81006767,NA,NA,65.84015236,6.19772125,226.89921757,1.78006036,NA,3.66826849,15.09999520,0.00028187,0.17404187,32.53468351,NA,0.00000000,0.00060616,0.00000000,NA,NA,984.79349651,10.09484456,1.35112282
1732,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.93806116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1815.30415153,NA,NA
1732,1,MS,roots,0.09953770,31.60261547,0.27085759,0.23173977,0.03473290,6.56293065,0.13955739,0.00087180,NA,0.36605013,0.70276274,NA,NA,NA,0.28041765,3.43736871,1.06053916,NA,0.81062449,NA,NA,66.67210966,4.25981158,158.01307735,1.77018324,NA,4.40068809,15.20605695,0.00027871,0.17432058,33.88618320,NA,0.00000000,0.00037993,0.00000000,NA,NA,996.53088381,9.98164094,1.34923053
1733,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.89792443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1804.87219815,NA,NA
1733,1,MS,roots,0.09861744,24.71472174,0.29231962,0.23498371,0.03411950,6.50146570,0.12013308,0.00087318,NA,0.36474079,0.69754159,NA,NA,NA,0.28281907,3.40558909,1.05507441,NA,0.81197387,NA,NA,67.23889174,3.27941190,123.57360869,1.75703171,NA,4.86885272,15.31324964,0.00027613,0.17459671,35.22483277,NA,0.00000000,0.00037061,0.00000000,NA,NA,1001.65869093,9.88935735,1.34510145
1734,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.78688367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1787.76335583,NA,NA
1734,1,MS,roots,0.09781795,18.28882696,0.12716649,0.09711302,0.01365262,6.44423897,0.09738624,0.00087455,NA,0.36371509,0.69108378,NA,NA,NA,0.28403370,3.37797983,1.05045954,NA,0.81418443,NA,NA,67.80549134,2.39315012,91.44413479,1.74076519,NA,5.33763437,15.44144938,0.00027389,0.17487060,36.68563808,NA,0.00000000,0.00014706,0.00000000,NA,NA,1002.39083000,9.80918390,1.33883257
1735,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.67799038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1768.96535728,NA,NA
1735,1,MS,roots,0.09743498,13.61612887,0.11530153,0.08589743,0.01171288,6.40222284,0.07751025,0.00087591,NA,0.36343686,0.68485158,NA,NA,NA,0.28553080,3.36475480,1.04802094,NA,0.81776540,NA,NA,68.25425171,1.75796943,68.08064437,1.72506695,NA,5.68895976,15.57247427,0.00027282,0.17514342,38.14349435,NA,0.00000000,0.00012511,0.00000000,NA,NA,999.37252051,9.77078025,1.33381924
1736,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.63518705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1749.81853429,NA,NA
1736,1,MS,roots,0.09732141,10.35906398,0.09969132,0.07355033,0.00974377,6.37022434,0.06217574,0.00087728,NA,0.36364644,0.67867277,NA,NA,NA,0.28670071,3.36083273,1.04699632,NA,0.82216691,NA,NA,68.62628405,1.32121917,51.79531992,1.70950319,NA,5.96367069,15.70649392,0.00027250,0.17541592,39.59893043,NA,0.00000000,0.00010319,0.00000000,NA,NA,993.60374859,9.75939111,1.32901992
1737,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.63285725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1731.39074554,NA,NA
1737,1,MS,roots,0.09664584,8.39650273,0.10139411,0.07482763,0.00964865,6.32234130,0.05260139,0.00087863,NA,0.36286142,0.67019250,NA,NA,NA,0.28682130,3.33750314,1.04312692,NA,0.82398890,NA,NA,68.93711949,1.05800324,41.98251367,1.68814231,NA,6.17786028,15.84119569,0.00027061,0.17568653,41.03267733,NA,0.00000000,0.00010131,0.00000000,NA,NA,986.14165286,9.69164522,1.31987522
1738,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.72365405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1713.75511925,NA,NA
1738,1,MS,roots,0.09568208,7.11059825,0.09763887,0.07242717,0.00910549,6.26696151,0.04624136,0.00087997,NA,0.36156683,0.66057708,NA,NA,NA,0.28630226,3.30422104,1.03782271,NA,0.82433840,NA,NA,69.21281087,0.88633066,35.55299127,1.66392210,NA,6.35786959,15.97674662,0.00026791,0.17595444,42.44561911,NA,0.00000000,0.00009480,0.00000000,NA,NA,977.65849876,9.59499863,1.30844616
1739,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.83545425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1696.54641295,NA,NA
1739,1,MS,roots,0.09454253,6.38420343,0.09888060,0.07391531,0.00907502,6.20759336,0.04293866,0.00088129,NA,0.35996413,0.65041410,NA,NA,NA,0.28541163,3.26486873,1.03167030,NA,0.82367169,NA,NA,69.46470992,0.78714631,31.92101713,1.63832266,NA,6.51522611,16.11245866,0.00026472,0.17621915,43.83240295,NA,0.00000000,0.00009368,0.00000000,NA,NA,968.69644754,9.48072500,1.29578986
1740,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.98918409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1679.65092465,NA,NA
1740,1,MS,roots,0.09349709,5.92252375,0.18672694,0.14248947,0.01712689,6.15377570,0.04056022,0.00088260,NA,0.35851985,0.64078618,NA,NA,NA,0.28451277,3.22876629,1.02600668,NA,0.82289903,NA,NA,69.61389494,0.72264842,29.61261874,1.61407099,NA,6.57091404,16.24027370,0.00026179,0.17648095,45.12779288,NA,0.00000000,0.00017541,0.00000000,NA,NA,959.47203090,9.37588852,1.28381880
1741,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.18352997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1662.97598850,NA,NA
1741,1,MS,roots,0.09355100,5.62181060,0.20083358,0.15679940,0.01847655,6.13417690,0.03907293,0.00088391,NA,0.35900232,0.63463227,NA,NA,NA,0.28441411,3.23062794,1.02586477,NA,0.82629681,NA,NA,69.73896396,0.67921665,28.10905301,1.59856995,NA,6.60243205,16.36758251,0.00026194,0.17674289,46.39322027,NA,0.00000000,0.00018777,0.00000000,NA,NA,949.95759469,9.38129448,1.27804870
1742,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.40768562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1646.31166276,NA,NA
1742,1,MS,roots,0.09454662,5.47508732,0.21533636,0.17232531,0.01993104,6.14369467,0.03851508,0.00088524,NA,0.36114536,0.63135472,NA,NA,NA,0.28525742,3.26500993,1.03044515,NA,0.83330818,NA,NA,69.84473412,0.65528455,27.37543659,1.59031415,NA,6.61365560,16.49491964,0.00026473,0.17700762,47.63386143,NA,0.00000000,0.00020098,0.00000000,NA,NA,940.16010633,9.48113501,1.27775750
1743,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.59869940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1629.35719536,NA,NA
1743,1,MS,roots,0.09622053,5.44828011,0.18877859,0.15420320,0.01751650,6.17367308,0.03895237,0.00088658,NA,0.36451385,0.63001761,NA,NA,NA,0.28677077,3.32281549,1.03847575,NA,0.84305136,NA,NA,69.97717412,0.64533586,27.24140057,1.58694611,NA,6.64987507,16.62662120,0.00026942,0.17727704,48.88736589,NA,0.00000000,0.00017524,0.00000000,NA,NA,930.11998743,9.64899432,1.28130223
1744,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.86927288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1612.45272794,NA,NA
1744,1,MS,roots,0.09878391,5.40711000,0.15954557,0.13250296,0.01478973,6.23066567,0.03945975,0.00088797,NA,0.36951952,0.63114525,NA,NA,NA,0.28937888,3.41133758,1.05109661,NA,0.85651482,NA,NA,70.13723999,0.63494365,27.03555002,1.58978652,NA,6.71115702,16.76366697,0.00027659,0.17755363,50.16268198,NA,0.00000000,0.00014675,0.00000000,NA,NA,919.61963418,9.90605018,1.29004365
1745,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.15123465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1595.20267010,NA,NA
1745,1,MS,roots,0.10181091,5.54122027,0.14243491,0.11991467,0.01315919,6.30253301,0.04140574,0.00088939,NA,0.37545399,0.63349198,NA,NA,NA,0.29262915,3.51586997,1.06626524,NA,0.87204984,NA,NA,70.31860484,0.64525711,27.70610134,1.59569768,NA,6.79071098,16.90534845,0.00028507,0.17783870,51.45334533,NA,0.00000000,0.00012948,0.00000000,NA,NA,908.78283938,10.20959771,1.30157512
1746,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.43354535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1577.83289325,NA,NA
1746,1,MS,roots,0.10493296,5.78103847,0.12779714,0.10874951,0.01173951,6.37827309,0.04436251,0.00089086,NA,0.38167092,0.63595038,NA,NA,NA,0.29608408,3.62368486,1.08213309,NA,0.88815554,NA,NA,70.52156638,0.66744624,28.90519234,1.60189012,NA,6.88873955,17.05157451,0.00029381,0.17813252,52.75801417,NA,0.00000000,0.00011452,0.00000000,NA,NA,897.69654891,10.52267717,1.31370538
1747,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.29879328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1559.44314237,NA,NA
1747,1,MS,roots,0.10830793,5.94123681,0.17010977,0.14697937,0.01562553,6.46415897,0.04657713,0.00089238,NA,0.38847391,0.63907946,NA,NA,NA,0.29992876,3.74023377,1.09954935,NA,0.90543303,NA,NA,70.68911536,0.69146390,29.70618406,1.60977193,NA,6.94798061,17.19729427,0.00030326,0.17843578,54.02916137,NA,0.00000000,0.00015113,0.00000000,NA,NA,886.26330413,10.86111898,1.32748213
1748,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.49254169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1573.70857292,NA,NA
1748,1,MS,roots,0.11193212,13.60997381,1.18067102,1.18650801,0.12586006,6.58548851,0.09308721,0.00089394,NA,0.39590465,0.64654577,NA,NA,NA,0.30417781,3.86538917,1.11861679,NA,0.92172495,NA,NA,69.85357221,1.57800035,68.04986903,1.62857877,NA,6.00050534,17.23625390,0.00031341,0.17874919,54.27153483,NA,0.00000000,0.00121458,0.00000000,NA,NA,877.31404613,11.22455286,1.34662823
1749,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.39403694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1618.34807750,NA,NA
1749,1,MS,roots,0.11533726,27.18889545,2.28941090,3.61761835,0.39492038,6.76353223,0.11357520,0.00089556,NA,0.40300666,0.66266648,NA,NA,NA,0.30444473,3.98298007,1.13662979,NA,0.93113689,NA,NA,67.62703256,3.22517594,135.94447723,1.66918510,NA,3.65862842,17.00592041,0.00032294,0.17907213,52.03071753,NA,0.00000000,0.00386270,0.00000000,NA,NA,875.84316834,11.56602052,1.37011788
1750,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.86807072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1676.99112298,NA,NA
1750,1,MS,roots,0.11827390,41.54676692,1.87625390,4.80079834,0.54883145,6.95527777,0.09908249,0.00089721,NA,0.40916016,0.68448055,NA,NA,NA,0.29861132,4.08439200,1.15185478,NA,0.93406204,NA,NA,66.19513086,5.06244841,207.73383459,1.72413236,NA,2.10845283,16.61909286,0.00033117,0.17940330,48.55436209,NA,0.00000000,0.00549304,0.00000000,NA,NA,884.10571788,11.86050664,1.39225203
1751,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.54936827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1746.06828592,NA,NA
1751,1,MS,roots,0.12043454,56.00980709,1.58562227,5.68120365,0.69138667,7.13880103,0.09836710,0.00089890,NA,0.41356310,0.71042816,NA,NA,NA,0.29579980,4.15900611,1.16206550,NA,0.92819848,NA,NA,65.79273485,6.98481192,280.04903547,1.78949158,NA,1.58562227,16.08431950,0.00033722,0.17974052,44.14367801,NA,0.00000000,0.00714989,0.00000000,NA,NA,902.84660249,12.07717567,1.41979106
1752,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.56299180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1808.69274357,NA,NA
1752,1,MS,roots,0.12113107,64.61968248,1.56763378,4.80449972,0.61532280,7.23824590,0.10892499,0.00090060,NA,0.41486853,0.73198590,NA,NA,NA,0.29614710,4.18305958,1.16353805,NA,0.91645341,NA,NA,65.89587742,8.13921014,323.09841241,1.84379320,NA,1.56763378,15.62638671,0.00033917,0.18007968,40.75211950,NA,0.00000000,0.00654976,0.00000000,NA,NA,929.99772935,12.14702360,1.44300154
1753,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.91380217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1876.04182457,NA,NA
1753,1,MS,roots,0.12181644,70.95320524,1.66389517,5.69860135,0.78396398,7.35481233,0.12276304,0.00090230,NA,0.41570744,0.75733305,NA,NA,NA,0.29882084,4.20672782,1.16368672,NA,0.89745139,NA,NA,66.11395525,9.06066644,354.76602620,1.90763994,NA,1.66389517,14.99000646,0.00034109,0.18042077,36.39321781,NA,0.00000000,0.00869912,0.00000000,NA,NA,961.67946534,12.21575288,1.47186133
1754,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.38031702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932.53613505,NA,NA
1754,1,MS,roots,0.12136433,72.15460855,1.75939844,4.12761965,0.59282947,7.38418565,0.12738462,0.00090400,NA,0.41442718,0.77496456,NA,NA,NA,0.30074695,4.19111472,1.15792198,NA,0.87959014,NA,NA,66.33082285,9.21850148,360.77304277,1.95205179,NA,1.75939844,14.54882692,0.00033982,0.18076059,33.83329789,NA,0.00000000,0.00677771,0.00000000,NA,NA,996.57795741,12.17041460,1.49013869
