t,plant,axis,organ,AA_consumption_mstruct,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_min_upt,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,delta_mstruct_growth,mstruct,nitrates,proteins,rate_mstruct_death,regul_transpiration,senesced_mstruct,starch,structure,sucrose,sucrose_consumption_mstruct,sum_respi
544,1,MS,roots,0.01570938,7.46875047,0.01796508,0.01470708,0.00267209,1.91710878,0.36509572,0.00028586,NA,0.10077656,0.07541539,NA,NA,NA,0.05953031,0.54249708,0.89085027,NA,0.55631990,NA,NA,24.28613784,1.07093268,37.34375235,0.18996320,NA,3.86730178,15.49980173,0.00004399,0.05713334,28.49363460,NA,0.00000000,0.00002868,0.00000000,NA,NA,79.11325718,1.57533613,0.23572225
545,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03259056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.05383591,NA,NA
545,1,MS,roots,0.01536104,6.92763471,0.02157117,0.01749498,0.00317117,1.90511335,0.34684775,0.00028608,NA,0.10008732,0.07424484,NA,NA,NA,0.05909110,0.53046778,0.88409194,NA,0.54615082,NA,NA,24.35398031,0.99580649,34.63817357,0.18701471,NA,3.91978321,15.52757529,0.00004301,0.05717635,28.61174115,NA,0.00000000,0.00003397,0.00000000,NA,NA,78.29033319,1.54040471,0.23342326
546,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.94536864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.53813166,NA,NA
546,1,MS,roots,0.01500175,6.44499795,0.02156341,0.01734032,0.00313597,1.89353767,0.33049423,0.00028629,NA,0.09939744,0.07305006,NA,NA,NA,0.05861414,0.51806030,0.87735356,NA,0.53552025,NA,NA,24.41850020,0.92903223,32.22498975,0.18400519,NA,3.96930135,15.55481029,0.00004200,0.05721836,28.72740412,NA,0.00000000,0.00003353,0.00000000,NA,NA,77.40570635,1.50437511,0.23106164
547,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86625761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.22615519,NA,NA
547,1,MS,roots,0.01466579,5.98367982,0.02459569,0.01963941,0.00354408,1.88422006,0.31406538,0.00028649,NA,0.09879732,0.07189753,NA,NA,NA,0.05815136,0.50645862,0.87143100,NA,0.52485383,NA,NA,24.47675465,0.86544590,29.91839908,0.18110209,NA,4.01289002,15.58107474,0.00004106,0.05725942,28.83827166,NA,0.00000000,0.00003783,0.00000000,NA,NA,76.45493840,1.47068545,0.22884621
548,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.79131526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.97010946,NA,NA
548,1,MS,roots,0.01417362,5.58703207,0.02089707,0.01656495,0.00298282,1.86642420,0.30034018,0.00028669,NA,0.09774456,0.07041632,NA,NA,NA,0.05745039,0.48946231,0.86154811,NA,0.51162515,NA,NA,24.53580675,0.81133583,27.93516035,0.17737109,NA,4.05776850,15.60717368,0.00003969,0.05729911,28.94906643,NA,0.00000000,0.00003179,0.00000000,NA,NA,75.48401654,1.42133051,0.22561127
549,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92782635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.11126825,NA,NA
549,1,MS,roots,0.01348185,5.82179981,0.10472984,0.08393842,0.01510655,1.83896662,0.31366094,0.00028688,NA,0.09608839,0.06865122,NA,NA,NA,0.05648823,0.46557329,0.84639259,NA,0.49580378,NA,NA,24.51032992,0.86877228,29.10899907,0.17292498,NA,4.01880981,15.62026736,0.00003775,0.05733686,28.98880503,NA,0.00000000,0.00016086,0.00000000,NA,NA,74.59234821,1.35196013,0.22122784
550,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97719064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.48164184,NA,NA
550,1,MS,roots,0.01297310,6.60807489,0.14800548,0.12103893,0.02179163,1.82221103,0.35217203,0.00028706,NA,0.09498363,0.06745841,NA,NA,NA,0.05565791,0.44800452,0.83613162,NA,0.48436660,NA,NA,24.44307299,0.97606030,33.04037443,0.16992042,NA,3.93857978,15.62599640,0.00003632,0.05737318,28.98874683,NA,0.00000000,0.00023197,0.00000000,NA,NA,73.90260500,1.30094286,0.21809995
551,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.14735117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.93690513,NA,NA
551,1,MS,roots,0.01292888,8.40583955,0.33711023,0.29431893,0.05322085,1.83604994,0.41922707,0.00028724,NA,0.09527307,0.06764338,NA,NA,NA,0.05549137,0.44647722,0.83815070,NA,0.48213108,NA,NA,24.18450424,1.22269032,42.02919777,0.17038636,NA,3.66708215,15.60007149,0.00003620,0.05740938,28.81438883,NA,0.00000000,0.00056746,0.00000000,NA,NA,73.52794399,1.29650779,0.21840783
552,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42921075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.91835416,NA,NA
552,1,MS,roots,0.01386312,10.82059441,0.43111074,0.41363399,0.07532892,1.91103781,0.48647367,0.00028744,NA,0.09861097,0.07032157,NA,NA,NA,0.05640256,0.47873972,0.86692920,NA,0.49742027,NA,NA,23.83450367,1.55483271,54.10297205,0.17713243,NA,3.30321846,15.55271490,0.00003882,0.05744820,28.52378702,NA,0.00000000,0.00080563,0.00000000,NA,NA,73.47322035,1.39019361,0.22533510
553,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.82524337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.83906255,NA,NA
553,1,MS,roots,0.01500422,14.18615252,0.49675822,0.53827461,0.09901233,2.00212047,0.55315074,0.00028765,NA,0.10267953,0.07401532,NA,NA,NA,0.05754149,0.51814561,0.90203793,NA,0.52011691,NA,NA,23.42903416,2.02703520,70.93076261,0.18643658,NA,2.88274474,15.48269043,0.00004201,0.05749021,28.11302187,NA,0.00000000,0.00106371,0.00000000,NA,NA,73.93112536,1.50462282,0.23423635
554,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.12311471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.51826418,NA,NA
554,1,MS,roots,0.01590232,17.14406216,0.30743707,0.35329659,0.06534467,2.06415262,0.61680226,0.00028787,NA,0.10573350,0.07716074,NA,NA,NA,0.05819695,0.54916013,0.92814809,NA,0.54269642,NA,NA,23.25937741,2.41301712,85.72031079,0.19435954,NA,2.69718567,15.44759427,0.00004453,0.05753474,27.89565547,NA,0.00000000,0.00070361,0.00000000,NA,NA,74.96846552,1.59468468,0.24109119
555,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.36413375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.95304297,NA,NA
555,1,MS,roots,0.01635071,19.45149120,0.26002673,0.31062166,0.05770493,2.08359399,0.65560597,0.00028810,NA,0.10682712,0.07918249,NA,NA,NA,0.05867173,0.56464469,0.93700248,NA,0.55929188,NA,NA,23.15736662,2.69167762,97.25745599,0.19945211,NA,2.57882417,15.42100565,0.00004578,0.05758052,27.72540975,NA,0.00000000,0.00062242,0.00000000,NA,NA,76.51238435,1.63964968,0.24468133
556,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.42100301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.60701719,NA,NA
556,1,MS,roots,0.01681179,19.80592891,0.06296342,0.07280301,0.01350574,2.08635166,0.67539282,0.00028833,NA,0.10756425,0.08081266,NA,NA,NA,0.05921989,0.58056698,0.94269734,NA,0.57624493,NA,NA,23.26659284,2.71036073,99.02964455,0.20355835,NA,2.67123860,15.43970095,0.00004707,0.05762759,27.79816930,NA,0.00000000,0.00014550,0.00000000,NA,NA,78.33420771,1.68588580,0.24759680
557,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.38958484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.46182179,NA,NA
557,1,MS,roots,0.01564793,18.28281954,0.01093970,0.01209353,0.00223731,1.98102594,0.64042475,0.00028855,NA,0.10277910,0.07815489,NA,NA,NA,0.05777537,0.54037513,0.90007575,NA,0.56255286,NA,NA,23.41802615,2.50190000,91.41409772,0.19686370,NA,2.80702398,15.46902072,0.00004381,0.05767141,27.92777835,NA,0.00000000,0.00002406,0.00000000,NA,NA,80.13480586,1.56917426,0.23870935
558,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.32626478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.82492293,NA,NA
558,1,MS,roots,0.01423703,16.74350086,0.01080176,0.01148070,0.00211833,1.87251593,0.60015680,0.00028875,NA,0.09771611,0.07512144,NA,NA,NA,0.05620788,0.49165208,0.85514617,NA,0.54500410,NA,NA,23.55795714,2.29446237,83.71750430,0.18922276,NA,2.93271794,15.49763310,0.00003986,0.05771127,28.05345668,NA,0.00000000,0.00002274,0.00000000,NA,NA,81.81856046,1.42768931,0.22904542
559,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.23911291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.61222972,NA,NA
559,1,MS,roots,0.01273324,15.64057636,0.00943410,0.00967591,0.00178076,1.77105465,0.57180868,0.00028893,NA,0.09294480,0.07221903,NA,NA,NA,0.05467658,0.43972125,0.81288864,NA,0.52764263,NA,NA,23.69041642,2.14363090,78.20288180,0.18191191,NA,3.05244399,15.52564404,0.00003565,0.05774692,28.17614651,NA,0.00000000,0.00001908,0.00000000,NA,NA,83.49293238,1.27688939,0.21984041
560,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.14851341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224.30258042,NA,NA
560,1,MS,roots,0.01130760,14.08192704,0.00688634,0.00684307,0.00125624,1.68292102,0.52416997,0.00028909,NA,0.08877710,0.06961940,NA,NA,NA,0.05331338,0.39048916,0.77601275,NA,0.51163411,NA,NA,23.81335094,1.93004728,70.40963518,0.17536372,NA,3.16407090,15.55340035,0.00003166,0.05777858,28.29768257,NA,0.00000000,0.00001343,0.00000000,NA,NA,85.00337298,1.13392623,0.21170987
561,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.05441847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.00554037,NA,NA
561,1,MS,roots,0.01011260,12.85464379,0.00464654,0.00448746,0.00082175,1.61400576,0.48649341,0.00028923,NA,0.08555322,0.06763970,NA,NA,NA,0.05230939,0.34922174,0.74746610,NA,0.49958742,NA,NA,23.92894715,1.76075660,64.27321893,0.17037709,NA,3.26955451,15.58100771,0.00002832,0.05780690,28.41857617,NA,0.00000000,0.00000877,0.00000000,NA,NA,86.39162962,1.01409140,0.20550231
562,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.95903754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.82964343,NA,NA
562,1,MS,roots,0.00919374,11.76568463,0.00236199,0.00222259,0.00040600,1.56283530,0.45237022,0.00028936,NA,0.08321383,0.06625489,NA,NA,NA,0.05166145,0.31749059,0.72670356,NA,0.49148744,NA,NA,24.03856153,1.60933460,58.82842315,0.16688890,NA,3.36997515,15.60864531,0.00002574,0.05783264,28.53968768,NA,0.00000000,0.00000433,0.00000000,NA,NA,87.64959057,0.92194854,0.20113017
563,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85983630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214.58055908,NA,NA
563,1,MS,roots,0.00880039,10.85121624,0.00246486,0.00226578,0.00041287,1.53765220,0.42359244,0.00028948,NA,0.08220868,0.06583244,NA,NA,NA,0.05160915,0.30390696,0.71761989,NA,0.49016235,NA,NA,24.14166994,1.48164286,54.25608121,0.16582479,NA,3.46428317,15.63625566,0.00002464,0.05785728,28.66036797,NA,0.00000000,0.00000439,0.00000000,NA,NA,88.74494022,0.88250357,0.19965027
564,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75932832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.58568740,NA,NA
564,1,MS,roots,0.00886731,10.08068166,0.00000000,0.00000000,0.00000000,1.53341642,0.39985517,0.00028961,NA,0.08228646,0.06617534,NA,NA,NA,0.05203863,0.30621765,0.71799071,NA,0.49429083,NA,NA,24.24221984,1.37197265,50.40340830,0.16668851,NA,3.55596575,15.66455151,0.00002483,0.05788211,28.78422345,NA,0.00000000,0.00000000,0.00000000,NA,NA,89.64885558,0.88921350,0.20050043
565,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.65921227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.62454266,NA,NA
565,1,MS,roots,0.00916816,9.33313625,0.00000000,0.00000000,0.00000000,1.53984019,0.37638138,0.00028974,NA,0.08289842,0.06683791,NA,NA,NA,0.05268379,0.31660700,0.72300972,NA,0.50059872,NA,NA,24.33798095,1.26586735,46.66568125,0.16835746,NA,3.64255871,15.69326842,0.00002567,0.05790778,28.90962134,NA,0.00000000,0.00000000,0.00000000,NA,NA,90.32459783,0.91938272,0.20242012
566,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56077666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.70242123,NA,NA
566,1,MS,roots,0.00969653,8.64477475,0.00000000,0.00000000,0.00000000,1.55665150,0.35477309,0.00028987,NA,0.08403377,0.06780652,NA,NA,NA,0.05353433,0.33485365,0.73256832,NA,0.50903514,NA,NA,24.42973699,1.16847583,43.22387377,0.17079728,NA,3.72461822,15.72250947,0.00002715,0.05793493,29.03698789,NA,0.00000000,0.00000000,0.00000000,NA,NA,90.75796917,0.97236847,0.20537462
567,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.46450296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.83537800,NA,NA
567,1,MS,roots,0.01007091,8.03223978,0.00000000,0.00000000,0.00000000,1.56805055,0.33568425,0.00029001,NA,0.08484786,0.06841802,NA,NA,NA,0.05417115,0.34778220,0.73930537,NA,0.51467702,NA,NA,24.51782275,1.08196604,40.16119888,0.17233759,NA,3.80263307,15.75211139,0.00002820,0.05796313,29.16557831,NA,0.00000000,0.00000000,0.00000000,NA,NA,90.98925741,1.00991118,0.20743704
568,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.37173429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.04861103,NA,NA
568,1,MS,roots,0.01017794,7.48454356,0.00292797,0.00245979,0.00044263,1.56922703,0.31838431,0.00029016,NA,0.08508213,0.06849296,NA,NA,NA,0.05447262,0.35147829,0.74098237,NA,0.51617302,NA,NA,24.59948885,1.00488024,37.42271782,0.17252635,NA,3.87412122,15.78139115,0.00002850,0.05799163,29.29187098,NA,0.00000000,0.00000467,0.00000000,NA,NA,91.07241775,1.02064411,0.20804771
569,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.28326320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.34522237,NA,NA
569,1,MS,roots,0.01032066,6.94551155,0.00000000,0.00000000,0.00000000,1.57252469,0.30108704,0.00029030,NA,0.08540989,0.06856681,NA,NA,NA,0.05477427,0.35640675,0.74346629,NA,0.51759057,NA,NA,24.68069596,0.92971507,34.72755776,0.17271236,NA,3.94500767,15.81122764,0.00002890,0.05802053,29.42072952,NA,0.00000000,0.00000000,0.00000000,NA,NA,91.00390622,1.03495567,0.20875096
570,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.19728284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.71499214,NA,NA
570,1,MS,roots,0.01034211,6.51377931,0.00000000,0.00000000,0.00000000,1.57147547,0.28779885,0.00029044,NA,0.08548306,0.06838482,NA,NA,NA,0.05492032,0.35714751,0.74373202,NA,0.51700049,NA,NA,24.75908412,0.86932067,32.56889655,0.17225396,NA,4.01305372,15.84105858,0.00002896,0.05804949,29.54916220,NA,0.00000000,0.00000000,0.00000000,NA,NA,90.82783582,1.03710673,0.20878820
571,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.11474112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.17372361,NA,NA
571,1,MS,roots,0.01019215,6.10852524,0.00000000,0.00000000,0.00000000,1.56378246,0.27505642,0.00029059,NA,0.08518002,0.06786787,NA,NA,NA,0.05484920,0.35196904,0.74073135,NA,0.51380853,NA,NA,24.83465992,0.81289795,30.54262622,0.17095182,NA,4.07843737,15.87073281,0.00002854,0.05807802,29.67651377,NA,0.00000000,0.00000000,0.00000000,NA,NA,90.57500959,1.02206918,0.20789710
572,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03761051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.67965379,NA,NA
572,1,MS,roots,0.01008256,5.69548114,0.00000000,0.00000000,0.00000000,1.55815954,0.26137639,0.00029073,NA,0.08497322,0.06739143,NA,NA,NA,0.05480188,0.34818456,0.73857397,NA,0.51083725,NA,NA,24.90752082,0.75631769,28.47740568,0.16975172,NA,4.14121570,15.90026265,0.00002823,0.05810625,29.80283720,NA,0.00000000,0.00000000,0.00000000,NA,NA,90.23850959,1.01107957,0.20716653
573,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.00192687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.33635864,NA,NA
573,1,MS,roots,0.00962221,5.80354885,0.03804520,0.03034446,0.00539826,1.53914886,0.26876695,0.00029086,NA,0.08399427,0.06635945,NA,NA,NA,0.05435706,0.33228682,0.72972678,NA,0.50334056,NA,NA,24.94079626,0.76256915,29.01774424,0.16715226,NA,4.16486894,15.92397600,0.00002694,0.05813320,29.89671417,NA,0.00000000,0.00005639,0.00000000,NA,NA,89.93300772,0.96491473,0.20471078
574,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.98387033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.70220287,NA,NA
574,1,MS,roots,0.00902030,6.30786909,0.08264862,0.06636946,0.01179764,1.51521607,0.29115423,0.00029099,NA,0.08271902,0.06521755,NA,NA,NA,0.05370853,0.31150114,0.71833553,NA,0.49475481,NA,NA,24.92927753,0.81149314,31.53934546,0.16427595,NA,4.14432990,15.94079783,0.00002526,0.05815845,29.95225328,NA,0.00000000,0.00012310,0.00000000,NA,NA,89.78708869,0.90455601,0.20164510
575,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.98321382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.50435947,NA,NA
575,1,MS,roots,0.00908540,7.09923198,0.10288130,0.08350210,0.01483691,1.51848760,0.32460438,0.00029112,NA,0.08292969,0.06533821,NA,NA,NA,0.05376632,0.31374913,0.71985012,NA,0.49568823,NA,NA,24.89969679,0.89108851,35.49615992,0.16457988,NA,4.10566376,15.95462364,0.00002544,0.05818389,29.99071740,NA,0.00000000,0.00015468,0.00000000,NA,NA,89.79256468,0.91108387,0.20203422
576,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03909892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.09011012,NA,NA
576,1,MS,roots,0.00935527,8.50156986,0.18962908,0.15848694,0.02819519,1.53154178,0.37608485,0.00029125,NA,0.08360598,0.06601396,NA,NA,NA,0.05407537,0.32306857,0.72539387,NA,0.50025302,NA,NA,24.78573625,1.03935728,42.50784928,0.16628201,NA,3.98234796,15.95531296,0.00002619,0.05821009,29.95506286,NA,0.00000000,0.00029393,0.00000000,NA,NA,90.02279394,0.93814622,0.20369530
577,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15517098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.76804673,NA,NA
577,1,MS,roots,0.01008716,10.36166462,0.26115806,0.22847417,0.04075738,1.56488268,0.43391591,0.00029139,NA,0.08533730,0.06773921,NA,NA,NA,0.05480278,0.34834311,0.74005633,NA,0.51223791,NA,NA,24.60488526,1.23781425,51.80832309,0.17062773,NA,3.79140981,15.94408321,0.00002824,0.05823833,29.85223973,NA,0.00000000,0.00042519,0.00000000,NA,NA,90.53670511,1.01153997,0.20787929
578,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.28422927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.39247314,NA,NA
578,1,MS,roots,0.01070529,12.22010528,0.24805745,0.22636835,0.04048781,1.59232653,0.48438470,0.00029154,NA,0.08680997,0.06943341,NA,NA,NA,0.05531446,0.36968943,0.75244027,NA,0.52416800,NA,NA,24.44703304,1.43247548,61.10052641,0.17489525,NA,3.62285230,15.93377296,0.00002997,0.05826831,29.75476806,NA,0.00000000,0.00042266,0.00000000,NA,NA,91.39767812,1.07352671,0.21155784
579,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.40806275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.76611351,NA,NA
579,1,MS,roots,0.01055339,13.93025244,0.21528279,0.20304446,0.03639154,1.58473938,0.52551405,0.00029169,NA,0.08648047,0.06987087,NA,NA,NA,0.05504530,0.36444378,0.74920432,NA,0.52699666,NA,NA,24.33149506,1.60448367,69.65126218,0.17599715,NA,3.49676093,15.92770221,0.00002955,0.05829786,29.68180283,NA,0.00000000,0.00038004,0.00000000,NA,NA,92.69164688,1.05829409,0.21139664
580,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44506557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239.48935864,NA,NA
580,1,MS,roots,0.01015910,14.37031294,0.07485124,0.07030174,0.01258857,1.56190399,0.53635300,0.00029183,NA,0.08555411,0.06978967,NA,NA,NA,0.05462131,0.35082749,0.74081756,NA,0.52724889,NA,NA,24.36344037,1.63362783,71.85156472,0.17579262,NA,3.51854714,15.94545491,0.00002845,0.05832630,29.74219132,NA,0.00000000,0.00013132,0.00000000,NA,NA,94.27116751,1.01875426,0.20996509
581,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42531005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239.53672929,NA,NA
581,1,MS,roots,0.00950677,14.00251401,0.02598277,0.02400833,0.00429073,1.52746523,0.52359543,0.00029196,NA,0.08406252,0.06923079,NA,NA,NA,0.05425616,0.32830032,0.72756970,NA,0.52416641,NA,NA,24.44362043,1.58572717,70.01257004,0.17438485,NA,3.58922044,15.97135034,0.00002662,0.05835292,29.84826947,NA,0.00000000,0.00004469,0.00000000,NA,NA,95.98653213,0.95333850,0.20754946
582,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38620957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238.19750894,NA,NA
